"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","POffer1Action11","DOffer1Action11","POffer1Action12","DOffer1Action12","POffer1Action13","DOffer1Action13","POffer1Action14","DOffer1Action14","POffer1Action15","DOffer1Action15","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","DWins",0.1281,0,1,0.441227,1,1,1,1,0.839199,0.0333333,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399656,0,0.272598,0,0.167852,0,0.159893,0,0,,,,,0,0,1,0,9.4,10,19.4,0.6,9.4,10,0.6,0,0.611925,0.611925,0,0.97908,0,0.6,0,0,0,0,0,0,,0,0,0,0.382453,0,2.29298,0,0,0,0,0.399656,0.272598,0.167852,0.0930738,0.0462797,0.0205397,0.0907632,0.13337,0.173385,0.200946,0.208294,0.193241,0,0,0,0,1,1,0,0,0,0,0,1,0
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","Abandoned",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","Rounds1",0.3443,0,1,0.474904,1,1,1,1,0.650743,0.0333333,,,0.255856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220601,0,0.178926,0,0.137226,0,0.207392,0,0.255856,,,,,0,0,0.744144,0.499997,10.119,9.35778,19.4768,0.523243,10.119,9.35778,0.523243,0.398198,0.314488,0.712686,0.452993,0.461225,0,0.523243,0,0,0,0,0,0.255856,0.0333333,0,0,0,0.449808,0,1.83215,0,0,0,0.255856,0.220601,0.178926,0.137226,0.0991441,0.0668451,0.0414024,0.0757021,0.110861,0.148495,0.186308,0.222745,0.255889,0,0,0,0,1,1,0,0,0.255856,0,0,0.372074,0.37207
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PrePrimary10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","Truly Liable",0.5,0,1,0.75,0.878072,0.309737,1,1,0.733651,0.0333333,,,0.172824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184535,0,0.180215,0,0.161666,0,0.300761,0,0.0535299,,,,,0,0,0.256207,0.617543,10.5763,9.1687,19.745,0.255033,10.5763,9.1687,0.255033,0.0949314,0.423734,0.518665,0.0569588,0.452314,0,0.255033,0,0,0,0,0,0.0535299,0.0333333,0,0,0,1,0,-6.97289E-05,0.0253088,0.0398091,0.0568098,0.0756974,0.0964231,0.118781,0.140504,0.155553,0.155553,0.13556,0.025309,0.039808,0.0568094,0.0756943,0.0964242,0.118781,0.140496,0.155547,0.155543,0.135588,0.878072,0.309737,0.121928,0.568335,0.0535299,0,0,0.0979881,0.158219
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","Truly Not Liable",0.5,0,1,0.25,0.553312,0.378851,1,1,0.582961,0.0333333,,,0.323738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250087,0,0.177872,0,0.117246,0,0.131058,0,0.122648,,,,,0,0,0.256202,0.382452,10.137,9.64628,19.7833,0.216685,10.137,9.64628,0.216685,0.353723,0,0.353723,0.429426,0,0,0.216685,0,0,0,0,0,0.122648,0.0333333,0,0,0,0,0,-2.24103E-05,0.13559,0.155549,0.155549,0.140502,0.118777,0.0964195,0.0756965,0.0568084,0.0398081,0.0253013,0.135591,0.155547,0.15555,0.140497,0.11878,0.0964223,0.0756919,0.056807,0.0398059,0.0253084,0.553312,0.378851,0.446688,0.174461,0.122648,0,0,0.158217,0.0979852
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","Liability Strength1",0.5,0,1,0.25,0.553312,0.378851,1,1,0.582961,0.0333333,,,0.323738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250087,0,0.177872,0,0.117246,0,0.131058,0,0.122648,,,,,0,0,0.256202,0.382452,10.137,9.64628,19.7833,0.216685,10.137,9.64628,0.216685,0.353723,0,0.353723,0.429426,0,0,0.216685,0,0,0,0,0,0.122648,0.0333333,0,0,0,0,0,-2.24103E-05,0.13559,0.155549,0.155549,0.140502,0.118777,0.0964195,0.0756965,0.0568084,0.0398081,0.0253013,0.135591,0.155547,0.15555,0.140497,0.11878,0.0964223,0.0756919,0.056807,0.0398059,0.0253084,0.553312,0.378851,0.446688,0.174461,0.122648,0,0,0.158217,0.0979852
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","Liability Strength2",0.5,0,1,0.75,0.878072,0.309737,1,1,0.733651,0.0333333,,,0.172824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184535,0,0.180215,0,0.161666,0,0.300761,0,0.0535299,,,,,0,0,0.256207,0.617543,10.5763,9.1687,19.745,0.255033,10.5763,9.1687,0.255033,0.0949314,0.423734,0.518665,0.0569588,0.452314,0,0.255033,0,0,0,0,0,0.0535299,0.0333333,0,0,0,1,0,-6.97289E-05,0.0253088,0.0398091,0.0568098,0.0756974,0.0964231,0.118781,0.140504,0.155553,0.155553,0.13556,0.025309,0.039808,0.0568094,0.0756943,0.0964242,0.118781,0.140496,0.155547,0.155543,0.135588,0.878072,0.309737,0.121928,0.568335,0.0535299,0,0,0.0979881,0.158219
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal1",0.0804,0,1,0.328647,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.157293,0.157293,0,0.157293,0,0,0,0,0,0,0,0,,0,0,0,0.157293,0,-1.94378,1,0,0,0,0,0,0,0,0,0,0.23244,0.23935,0.20424,0.14673,0.09036,0.04859,0.02319,0.00992,0.00383,0.00135,0,0,1,0,0,0,0,0,0
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal2",0.0977,0,1,0.351885,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.203771,0.203771,0,0.203771,0,0,0,0,0,0,0,0,,0,0,0,0.203771,0,-1.25294,0,1,0,0,0,0,0,0,0,0,0.19713,0.21489,0.19721,0.15516,0.10659,0.06498,0.03553,0.01753,0.00782,0.00316,0,0,1,0,0,0,0,0,0
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal3",0.1062,0,1,0.383757,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.267513,0.267513,0,0.267513,0,0,0,0,0,0,0,0,,0,0,0,0.267513,0,-0.70484,0,0,1,0,0,0,0,0,0,0,0.15475,0.18142,0.18233,0.16002,0.12461,0.08706,0.05488,0.03128,0.01613,0.00752,0,0,1,0,0,0,0,0,0
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal4",0.1081,0,1,0.425061,1,0.81489,1,1,0.0333333,0.0333333,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81489,,,,,0,0,0,,10.0623,9.66549,19.7278,0.272234,10.0623,9.66549,0.272233,0.186584,0.291856,0.47844,0.101647,0.311039,0,0.272233,0,0,0,0,0,0.81489,0.0333333,0,0,0,0.350122,0,-0.32435,0,0,0,1,0,0,0,0,0,0,0.1092,0.1402,0.15719,0.15636,0.13955,0.11239,0.08184,0.05391,0.03211,0.01725,1,0.81489,0,0.18511,0.81489,0,0,0,0
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal5",0.1076,0,1,0.474028,1,0.70587,1,1,0.766667,0.0333333,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,0,0,0.70587,0.325924,10.1946,9.33777,19.5324,0.467641,10.1946,9.33777,0.467642,0.363991,0.267084,0.631075,0.445919,0.387649,0,0.467642,0,0,0,0,0,0,,0,0,0,0.448057,0,-0.08869,0,0,0,0,1,0,0,0,0,0,0.06756,0.09676,0.12296,0.14019,0.14423,0.13417,0.1129,0.08591,0.05898,0.03634,1,0.70587,0,0.29413,0,0,0,0.47581,0.23006
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal6",0.1076,0,1,0.525974,1,0.57252,1,1,0.833333,0.0333333,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0,0.57252,0.433135,10.4166,9.17575,19.5924,0.407634,10.4166,9.17575,0.407634,0.393305,0.237498,0.630803,0.465319,0.316363,0,0.407634,0,0,0,0,0,0,,0,0,0,0.551948,0,0.0886,0,0,0,0,0,1,0,0,0,0,0.03633,0.05898,0.08591,0.1129,0.13417,0.14423,0.14019,0.12296,0.09676,0.06757,1,0.57252,0,0.42748,0,0,0,0.324541,0.247979
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal7",0.1081,0,1,0.574936,1,0.43706,1,1,0.9,0.0333333,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,0,0,0.43706,0.544886,10.5973,9.05602,19.6533,0.346677,10.5973,9.05602,0.346677,0.379808,0.199867,0.579675,0.433348,0.228814,0,0.346677,0,0,0,0,0,0,,0,0,0,0.649873,0,0.32444,0,0,0,0,0,0,1,0,0,0,0.01726,0.03211,0.05391,0.08184,0.11239,0.13955,0.15636,0.15719,0.1402,0.10919,1,0.43706,0,0.56294,0,0,0,0.198912,0.238148
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal8",0.1062,0,1,0.616243,1,0.32148,1,1,0.966667,0.0333333,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,0.32148,0.650707,10.7186,8.98678,19.7053,0.294666,10.7186,8.98678,0.294666,0.335455,0.168296,0.503751,0.368928,0.152192,0,0.294666,0,0,0,0,0,0,,0,0,0,0.732487,0,0.70484,0,0,0,0,0,0,0,1,0,0,0.00752,0.01613,0.03128,0.05488,0.08706,0.12461,0.16002,0.18233,0.18142,0.15475,1,0.32148,0,0.67852,0,0,0,0.112291,0.209189
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal9",0.0977,0,1,0.648115,1,0.23561,1,1,0.966667,0.0333333,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,0.23561,0.742397,10.7882,8.95574,19.744,0.256025,10.7882,8.95574,0.256025,0.280913,0.148267,0.42918,0.298013,0.0985366,0,0.256025,0,0,0,0,0,0,,0,0,0,0.796229,0,1.25294,0,0,0,0,0,0,0,0,1,0,0.00316,0.00782,0.01753,0.03553,0.06498,0.10659,0.15516,0.19721,0.21489,0.19713,1,0.23561,0,0.76439,0,0,0,0.0606938,0.174916
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","PLiabilitySignal10",0.0804,0,1,0.671355,1,0.17723,1,1,0.966667,0.0333333,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,0.17723,0.815414,10.8242,8.946,19.7702,0.229754,10.8242,8.946,0.229754,0.230744,0.138013,0.368758,0.236604,0.0658479,0,0.229754,0,0,0,0,0,0,,0,0,0,0.842711,0,1.94369,0,0,0,0,0,0,0,0,0,1,0.00134,0.00383,0.00992,0.02319,0.04859,0.09036,0.14673,0.20424,0.23935,0.23245,1,0.17723,0,0.82277,0,0,0,0.0327142,0.144516
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","DLiabilitySignal1",0.0805,0,1,0.328647,0.323973,0.323973,1,1,0.4634,0.0333333,,,0.452908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27891,0,0.149982,0,0.0715861,0,0.0466132,0,0.14673,,,,,0,0,0.177243,0.184599,9.92889,9.92075,19.8496,0.150365,9.92889,9.92075,0.150365,0.0610919,0.167429,0.228521,0.0586278,0.20335,0,0.150365,0,0,0,0,0,0.14673,0.0333333,0,0,0,0.157293,0,1.94379,0.232438,0.239348,0.204241,0.14673,0.0903592,0.0485902,0.0231919,0.00992501,0.00383675,0.00133966,1,0,0,0,0,0,0,0,0,0,0.323973,0.323973,0.676027,0,0.14673,0,0,0.144524,0.0327188
"Specification-Baseline__Cost-1__Fee-British__Offers-15","8.882000000000001E-16","1","7","DLiabilitySignal2",0.0977,0,1,0.351884,0.390762,0.390762,1,1,0.513285,0.0333333,,,0.397067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272771,0,0.166267,0,0.0909402,0,0.0729543,0,0.155159,,,,,0,0,0.235603,0.257599,9.93764,9.87445,19.8121,0.187909,9.93764,9.87445,0.187909,0.0913977,0.209542,0.300939,0.0982478,0.261316,0,0.187909,0,0,0,0,0,0.155159,0.0333333,0,0,0,0.203769,0,1.2529,0.197134,0.214894,0.19721,0.155159,0.106588,0.0649709,0.035536,0.0175339,0.00782014,0.00315369,0,1,0,0,0,0,0,0,0,0,0.390762,0.390762,0.609238,0,0.155159,0,0,0.174912,0.0606911
