Specification,Costs Multiplier,Number of Offers,American OptionSetName,British OptionSetName,American Exploitability,British Exploitability,Difference (British - American) Exploitability,American Calculation Time,British Calculation Time,Difference (British - American) Calculation Time,American P Files,British P Files,Difference (British - American) P Files,American D Answers,British D Answers,Difference (British - American) D Answers,American P Offer,British P Offer,Difference (British - American) P Offer,American D Offer,British D Offer,Difference (British - American) D Offer,American Trial,British Trial,Difference (British - American) Trial,American P Win Probability,British P Win Probability,Difference (British - American) P Win Probability,American P Wealth,British P Wealth,Difference (British - American) P Wealth,American D Wealth,British D Wealth,Difference (British - American) D Wealth,American Total Wealth,British Total Wealth,Difference (British - American) Total Wealth,American Wealth Loss,British Wealth Loss,Difference (British - American) Wealth Loss,American P Welfare,British P Welfare,Difference (British - American) P Welfare,American D Welfare,British D Welfare,Difference (British - American) D Welfare,American Pre-Dispute Social Welfare Loss,British Pre-Dispute Social Welfare Loss,Difference (British - American) Pre-Dispute Social Welfare Loss,American Social Welfare Loss,British Social Welfare Loss,Difference (British - American) Social Welfare Loss,American Opportunity Cost,British Opportunity Cost,Difference (British - American) Opportunity Cost,American Harm Cost,British Harm Cost,Difference (British - American) Harm Cost,American Truly Liable Harm Cost,British Truly Liable Harm Cost,Difference (British - American) Truly Liable Harm Cost,American Truly Not Liable Harm Cost,British Truly Not Liable Harm Cost,Difference (British - American) Truly Not Liable Harm Cost,American Expenditures,British Expenditures,Difference (British - American) Expenditures,American Defendant Excess Net Monetary Burden,British Defendant Excess Net Monetary Burden,Difference (British - American) Defendant Excess Net Monetary Burden,American Plaintiff Net Recovery Shortfall,British Plaintiff Net Recovery Shortfall,Difference (British - American) Plaintiff Net Recovery Shortfall,American Value If Settled,British Value If Settled,Difference (British - American) Value If Settled,American No Suit,British No Suit,Difference (British - American) No Suit,American No Answer,British No Answer,Difference (British - American) No Answer,American Settles,British Settles,Difference (British - American) Settles,American P Abandons,British P Abandons,Difference (British - American) P Abandons,American D Defaults,British D Defaults,Difference (British - American) D Defaults,American Mutual Give-Up Probability Before 50/50 Allocation,British Mutual Give-Up Probability Before 50/50 Allocation,Difference (British - American) Mutual Give-Up Probability Before 50/50 Allocation,American P Loses,British P Loses,Difference (British - American) P Loses,American P Wins,British P Wins,Difference (British - American) P Wins,American Appropriation,British Appropriation,Difference (British - American) Appropriation,American Reaches Bargaining,British Reaches Bargaining,Difference (British - American) Reaches Bargaining,American Settlement Unconditional,British Settlement Unconditional,Difference (British - American) Settlement Unconditional,American Settlement Conditional on Reaching Bargaining,British Settlement Conditional on Reaching Bargaining,Difference (British - American) Settlement Conditional on Reaching Bargaining,American Real Litigation Costs,British Real Litigation Costs,Difference (British - American) Real Litigation Costs,American Liability Transfer to Plaintiff,British Liability Transfer to Plaintiff,Difference (British - American) Liability Transfer to Plaintiff,American Fee-Shifting Transfer to Plaintiff,British Fee-Shifting Transfer to Plaintiff,Difference (British - American) Fee-Shifting Transfer to Plaintiff,American Total Net Transfer to Plaintiff,British Total Net Transfer to Plaintiff,Difference (British - American) Total Net Transfer to Plaintiff,American Meritorious-Plaintiff Net Recovery Shortfall,British Meritorious-Plaintiff Net Recovery Shortfall,Difference (British - American) Meritorious-Plaintiff Net Recovery Shortfall,American Nonliable-Defendant Net Burden,British Nonliable-Defendant Net Burden,Difference (British - American) Nonliable-Defendant Net Burden,American Liable-Defendant Excess Net Burden Above Damages,British Liable-Defendant Excess Net Burden Above Damages,Difference (British - American) Liable-Defendant Excess Net Burden Above Damages,American Net Outcome Fidelity Loss,British Net Outcome Fidelity Loss,Difference (British - American) Net Outcome Fidelity Loss
Direct binary-state signals,2,10,Specification-DirectBinaryStateSignals__Cost-2__Fee-American,Specification-DirectBinaryStateSignals__Cost-2__Fee-British,-2.6650000000000001E-15,-2.6650000000000001E-15,0,314,348,34,0.77381999999999995,0.67361000000000004,-0.10021,0.32701200000000002,0.23683299999999999,-0.090179,0.39657100000000001,0.565446,0.168875,0.14999999999999999,0.050000000000000003,-0.1,0.076777999999999999,0.046448999999999997,-0.030329,0.44438899999999998,0.62352200000000002,0.179133,10.2982,10.2842,-0.0139999999999993,9.3254300000000008,9.4148099999999992,0.0893799999999985,19.623699999999999,19.699000000000002,0.0753000000000021,0.37631599999999998,0.30100199999999999,-0.075314,10.2982,10.2842,-0.0139999999999993,9.3254300000000008,9.4148099999999992,0.0893799999999985,0,0,0,0.37631599999999998,0.30100199999999999,-0.075314,0,0,0,0,0,0,0,0,0,0,0,0,0.37631599999999998,0.30100199999999999,-0.075314,0.19328000000000001,0.124194,-0.069086,0.18248800000000001,0.18396100000000001,0.001473,0.14999999999999999,0.050000000000000003,-0.1,0.22617999999999999,0.32639000000000001,0.10021,0.44680799999999998,0.43677700000000003,-0.010031,0.20909800000000001,0.043261099999999997,-0.1658369,0,0.12170125,0.12170125,0.0411367,0.02542085,-0.01571585,0,0.017296499999999999,0.0172965,0.042658399999999999,0.017487099999999998,-0.0251713,0.034119099999999999,0.028962000000000002,-0.0051571,0,0,0,0.327012,0.236833,-0.090179,0.209098,0.0432611,-0.1658369,0.639419960123787,0.182665000232231,-0.456754959891556,0.37631599999999998,0.30100199999999999,-0.075314,0.5534285,0.493322905,-0.060105595,-0,0.00688494,0.00688494,0.5534285,0.500207845,-0.053220655,0.364977,0.367923,0.002946,0.330213,0.171259,-0.158954,0.0563457,0.0771284,0.0207827,0.375768,0.308155,-0.067613
Direct binary-state signals,4,10,Specification-DirectBinaryStateSignals__Cost-4__Fee-American,Specification-DirectBinaryStateSignals__Cost-4__Fee-British,0,-3.5529999999999999E-15,-0.0000000000000036,308,211,-97,0.83199900000000004,0.58362999999999998,-0.248369,0.20722499999999999,0.095290399999999997,-0.1119346,0.32615699999999997,0.34653299999999998,0.020376,0.25,0.050000000000000003,-0.2,0.015096,0.012371,-0.002725,0.31473299999999998,0.57613499999999995,0.261402,10.181699999999999,10.1465,-0.0351999999999997,9.1767000000000003,9.4313400000000005,0.25464,19.3584,19.5778,0.2194,0.64165000000000005,0.42219699999999999,-0.219453,10.181699999999999,10.1465,-0.0351999999999997,9.1767000000000003,9.4313400000000005,0.25464,0,0,0,0.64165000000000005,0.42219699999999999,-0.219453,0,0,0,0,0,0,0,0,0,0,0,0,0.64165000000000005,0.42219699999999999,-0.219453,0.329849,0.114204,-0.215645,0.30887599999999998,0.32380999999999999,0.014934,0.25,0.050000000000000003,-0.2,0.16800100000000001,0.41637000000000002,0.248369,0.62477400000000005,0.48834,-0.136434,0.17566200000000001,0.050363999999999999,-0.125298,0,0.028741455,0.028741455,0.0164671,0.003814445,-0.012652655,0,0.00340231,0.00340231,0.010344799999999999,0.0052434400000000003,-0.00510136,0.0047511999999999997,0.0071270999999999999,0.0023759,0,0,0,0.207225,0.0952904,-0.1119346,0.175662,0.050364,-0.125298,0.847687296416938,0.528531730373679,-0.319155566043259,0.64165000000000005,0.42219699999999999,-0.219453,0.6899078,0.501799745,-0.188108055,-0,0.002260392,0.002260392,0.6899078,0.504060137,-0.185847663,0.617755,0.647622,0.029867,0.640944,0.19396,-0.446984,0.0187518,0.0344465,0.0156947,0.638725,0.438014,-0.200711
High noise,0.25,10,Specification-HighNoise__Cost-0.25__Fee-American,Specification-HighNoise__Cost-0.25__Fee-British,-2.6650000000000001E-15,8.8820000000000011E-16,0.0000000000000036,132,136,4,1,1,0,1,1,0,0.84999999999999998,0.85807699999999998,0.008077,0.14999999999999999,0.14192099999999999,-0.008079,1,1,0,0.49999700000000002,0.49999700000000002,0,10.425000000000001,10.425000000000001,0,9.4250000000000007,9.4250000000000007,0,19.850000000000001,19.850000000000001,0,0.14999999999999999,0.14999999999999999,0,10.425000000000001,10.425000000000001,0,9.4250000000000007,9.4250000000000007,0,0,0,0,0.14999999999999999,0.14999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14999999999999999,0.14999999999999999,0,0.25767800000000002,0.27248899999999998,0.014811,0.234988,0.22711100000000001,-0.007877,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50000299999999998,0.50000299999999998,0,0.49999700000000002,0.49999700000000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0.14999999999999999,0.14999999999999999,0,0.499997,0.499997,0,-0,-0.00000045,-0.00000045,0.499997,0.49999655,-0.00000045,0.469979,0.454226,-0.015753,0.469976,0.454222,-0.015754,0.0453766,0.0907531,0.0453765,0.492666,0.4996,0.006934
High noise,0.5,10,Specification-HighNoise__Cost-0.5__Fee-American,Specification-HighNoise__Cost-0.5__Fee-British,1.7760000000000001E-15,-8.8820000000000011E-16,-0.0000000000000027,135,131,-4,1,1,0,1,1,0,0.84999999999999998,0.83263200000000004,-0.0173679999999999,0.14999999999999999,0.16736699999999999,0.017367,1,1,0,0.49999700000000002,0.49999700000000002,0,10.35,10.35,0,9.3499999999999996,9.3499999999999996,0,19.699999999999999,19.699999999999999,0,0.29999999999999999,0.29999999999999999,0,10.35,10.35,0,9.3499999999999996,9.3499999999999996,0,0,0,0,0.29999999999999999,0.29999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29999999999999999,0.29999999999999999,0,0.31786599999999998,0.34748899999999999,0.029623,0.27248699999999998,0.25673400000000002,-0.015753,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50000299999999998,0.50000299999999998,0,0.49999700000000002,0.49999700000000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0.29999999999999999,0.29999999999999999,0,0.499997,0.499997,0,-0,-0.0000009,-0.0000009,0.499997,0.4999961,-0.0000009,0.544979,0.513473,-0.031506,0.544976,0.513468,-0.031508,0.0907531,0.181506,0.0907529,0.590353,0.604223,0.0138699999999999
High noise,1,10,Specification-HighNoise__Cost-1__Fee-American,Specification-HighNoise__Cost-1__Fee-British,8.8820000000000011E-16,1.7760000000000001E-15,0.0000000000000009,132,169,37,1,1,0,1,1,0,0.82234700000000005,0.83492200000000005,0.012575,0.177652,0.165046,-0.012606,1,1,0,0.49999700000000002,0.49999700000000002,0,10.199999999999999,10.199999999999999,0,9.1999999999999993,9.1999999999999993,0,19.399999999999999,19.399999999999999,0,0.59999999999999998,0.59999999999999998,0,10.199999999999999,10.199999999999999,0,9.1999999999999993,9.1999999999999993,0,0,0,0,0.59999999999999998,0.59999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59999999999999998,0.59999999999999998,0,0.43824299999999999,0.49748799999999999,0.059245,0.34748699999999999,0.31598100000000001,-0.031506,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50000299999999998,0.50000299999999998,0,0.49999700000000002,0.49999700000000002,0,0,0,0,1,1,0,0,0,0,0,0,0,0.59999999999999998,0.59999999999999998,0,0.499997,0.499997,0,-0,-0.0000018,-0.0000018,0.499997,0.4999952,-0.0000018000000001,0.694979,0.631967,-0.0630120000000001,0.694976,0.631961,-0.063015,0.181506,0.363012,0.181506,0.78573,0.813469,0.027739
High noise,2,10,Specification-HighNoise__Cost-2__Fee-American,Specification-HighNoise__Cost-2__Fee-British,3.5529999999999999E-15,-8.8820000000000011E-16,-0.0000000000000044,381,262,-119,1,0.98275999999999997,-0.01724,0.84442899999999999,0.71563200000000005,-0.128797,0.60281799999999996,0.50194700000000003,-0.100871,0.45394000000000001,0.14999999999999999,-0.30394,0.33426499999999998,0.35575299999999999,0.021488,0.46959899999999999,0.51441599999999998,0.044817,10.1913,10.137499999999999,-0.0538000000000007,9.0548000000000002,9.1394900000000003,0.0846900000000002,19.246099999999998,19.277000000000001,0.0309000000000026,0.753888,0.72296899999999997,-0.030919,10.1913,10.137499999999999,-0.0538000000000007,9.0548000000000002,9.1394900000000003,0.0846900000000002,0,0,0,0.753888,0.72296899999999997,-0.030919,0,0,0,0,0,0,0,0,0,0,0,0,0.753888,0.72296899999999997,-0.030919,0.498836,0.50056900000000004,0.001733,0.352628,0.35419299999999998,0.001565,0.54697300000000004,0.14999999999999999,-0.396973,0,0.017240399999999999,0.0172404,0.15557099999999999,0.267127,0.111556,0.51016399999999995,0.32596999999999998,-0.184194,0,0,0,0,0.0339091,0.0339091,0,0,0,0.17729400000000001,0.17274800000000001,-0.004546,0.156971,0.183005,0.026034,0,0,0,0.844429,0.715632,-0.128797,0.510164,0.32597,-0.184194,0.60415262858097,0.455499474590292,-0.148653153990678,0.753888,0.72296899999999997,-0.030919,0.591587933572,0.5329366,-0.058651333572,-0,0.0061542,0.0061542,0.591587933572,0.5390908,-0.052497133572,0.705261,0.708391,0.00313,0.877471,0.717573,-0.159898,0.120195,0.283561,0.163366,0.851464,0.854762,0.003298
High noise,4,10,Specification-HighNoise__Cost-4__Fee-American,Specification-HighNoise__Cost-4__Fee-British,8.8820000000000011E-16,0,-0.0000000000000009,123,195,72,1,1,0,0,0,0,,,,,,,0,0,0,,,,10.4,10.4,0,9,9,0,19.399999999999999,19.399999999999999,0,0.59999999999999998,0.59999999999999998,0,10.4,10.4,0,9,9,0,0,0,0,0.59999999999999998,0.59999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59999999999999998,0.59999999999999998,0,0.500004,0.500004,0,0.29999700000000001,0.29999700000000001,0,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.59999999999999998,0.59999999999999998,0,1,1,0,0,0,0,1,1,0,0.6,0.6,0,1,1,0,0,0,0,0.800001,0.800001,0
Low noise plus moderate risk aversion,0.25,10,Specification-LowNoiseModerateRiskAversion__Cost-0.25__Fee-American,Specification-LowNoiseModerateRiskAversion__Cost-0.25__Fee-British,-1.7050000000000001E-13,-5.6840000000000001E-14,0.0000000000001137,332,766,434,1,1,0,1,1,0,0.54339999999999999,0.53764699999999999,-0.005753,0.45697500000000002,0.475493,0.018518,0.120349,0.13364300000000001,0.013294,0.49105199999999999,0.46264899999999998,-0.028403,10.4602,10.4641,0.0038999999999998,9.4558199999999992,9.4508399999999995,-0.0049799999999998,19.916,19.914999999999999,-0.0010000000000012,0.084026199999999995,0.085023199999999993,0.000997,1000.08,1000.08,0,999.41999999999996,999.38199999999995,-0.0380000000000109,0,0,0,0.084026199999999995,0.085023199999999993,0.000997,0,0,0,0,0,0,0,0,0,0,0,0,0.084026199999999995,0.085023199999999993,0.000997,0.16961899999999999,0.17083300000000001,0.001214,0.16314799999999999,0.15826599999999999,-0.004882,0.49245499999999998,0.50400400000000001,0.011549,0,0,0,0,0,0,0.76909899999999998,0.83516500000000005,0.0660660000000001,0.0462253,0.00655296,-0.03967234,0.0643268,0.0246392,-0.0396876,0,0,0,0.061251199999999999,0.071813100000000005,0.0105619,0.059097499999999997,0.061829799999999997,0.0027323,0,0,0,1,1,0,0.769099,0.835165,0.0660660000000001,0.769099,0.835165,0.0660660000000001,0.084026199999999995,0.085023199999999993,0.000997,0.502170948045,0.50739550066,0.0052245526150001,-0,-0.0007487475,-0.0007487475,0.502170948045,0.50664675316,0.004475805115,0.32629,0.316526,-0.0097640000000001,0.330676,0.330087,-0.000589,0.0085671,0.0115838,0.0030167,0.332767,0.329099,-0.003668
Low noise plus moderate risk aversion,0.5,10,Specification-LowNoiseModerateRiskAversion__Cost-0.5__Fee-American,Specification-LowNoiseModerateRiskAversion__Cost-0.5__Fee-British,5.6840000000000001E-14,-5.6840000000000001E-14,-0.0000000000001137,372,1805,1433,0.70091999999999999,0.70091999999999999,0,0.50563100000000005,0.401922,-0.103709,0.65730299999999997,0.58765599999999996,-0.069647,0.45752599999999999,0.37134200000000001,-0.086184,0.10799400000000001,0.056432000000000003,-0.051562,0.500004,0.50000199999999995,-0.0000020000000001,10.4221,10.4411,0.0190000000000001,9.47119,9.46767,-0.00352,19.8933,19.908799999999999,0.0154999999999994,0.10668999999999999,0.091177999999999995,-0.015512,1000.08,1000.0700000000001,-0.0099999999999909,999.40099999999995,999.35400000000004,-0.0469999999999118,0,0,0,0.10668999999999999,0.091177999999999995,-0.015512,0,0,0,0,0,0,0,0,0,0,0,0,0.10668999999999999,0.091177999999999995,-0.015512,0.15673599999999999,0.153945,-0.002791,0.18085000000000001,0.16608999999999999,-0.01476,0.62892300000000001,0.46488000000000002,-0.164043,0.29908000000000001,0.29908000000000001,0,0.19528899999999999,0.29899799999999999,0.103709,0.268986,0.258907,-0.010079,0.0643248,0.03620769,-0.02811711,0.0643268,0.05037509,-0.01395171,0,0.0054897799999999997,0.00548978,0.053996299999999997,0.028216100000000001,-0.0257802,0.053997299999999998,0.0282163,-0.025781,0,0,0,0.505631,0.401922,-0.103709,0.268986,0.258907,-0.010079,0.531980831871463,0.644172252327566,0.112191420456103,0.10668999999999999,0.091177999999999995,-0.015512,0.482784582078,0.49795007616,0.015165494082,0,0.00000003,0.00000003,0.482784582078,0.49795010616,0.015165524082,0.361693,0.332174,-0.029519,0.293692,0.290689,-0.003003,0.0197838,0.0172048,-0.002579,0.337586,0.320035,-0.017551
Low noise plus moderate risk aversion,1,10,Specification-LowNoiseModerateRiskAversion__Cost-1__Fee-American,Specification-LowNoiseModerateRiskAversion__Cost-1__Fee-British,5.6840000000000001E-14,1.1369999999999999E-13,0.0000000000000569,4294,1127,-3167,0.60011000000000003,0.60011000000000003,0,0.12007,0.20522699999999999,0.085157,0.44148900000000002,0.54674199999999995,0.105253,0.050000000000000003,0.28336800000000001,0.233368,0.056432000000000003,0.017469999999999999,-0.038962,0.50000199999999995,0.64184200000000002,0.14184,10.413,10.383699999999999,-0.029300000000001,9.4620899999999999,9.4902599999999993,0.0281699999999994,19.875,19.873999999999999,-0.0010000000000012,0.124957,0.12604099999999999,0.001084,1000.0700000000001,1000.0700000000001,0,999.35199999999998,999.37900000000002,0.0270000000000437,0,0,0,0.124957,0.12604099999999999,0.001084,0,0,0,0,0,0,0,0,0,0,0,0,0.124957,0.12604099999999999,0.001084,0.15242700000000001,0.14078499999999999,-0.011642,0.188696,0.204013,0.015317,0.050000000000000003,0.36434100000000003,0.314341,0.39989000000000002,0.39989000000000002,0,0.48004000000000002,0.39488299999999998,-0.085157,0.063637600000000002,0.081564600000000001,0.017927,0,0.067153,0.067153,0,0.0390397,0.0390397,0,0,0,0.028216100000000001,0.0062568399999999996,-0.02195926,0.0282163,0.011212700000000001,-0.0170036,0,0,0,0.12007,0.205227,0.085157,0.0636376,0.0815646,0.017927,0.530004164237528,0.397436009881741,-0.132568154355787,0.124957,0.12604099999999999,0.001084,0.51143818,0.4748527279286,-0.0365854520714,0,0.001486758,0.001486758,0.51143818,0.4763394859286,-0.0350986940714,0.377385,0.408018,0.030633,0.295566,0.266467,-0.029099,0.0092927,0.0151069,0.0058142,0.341123,0.344798,0.003675
Low noise plus moderate risk aversion,2,10,Specification-LowNoiseModerateRiskAversion__Cost-2__Fee-American,Specification-LowNoiseModerateRiskAversion__Cost-2__Fee-British,2.2739999999999997E-13,-2.2739999999999997E-13,-0.0000000000004548,4414,1161,-3253,0.60011000000000003,0.50000999999999995,-0.1001,0.099036899999999997,0.120071,0.0210341,0.33138699999999999,0.52089300000000005,0.189506,0.17882600000000001,0.41486699999999999,0.236041,0.013238,0.000861,-0.012377,0.376471,0.65392399999999995,0.277453,10.3477,10.286,-0.0617000000000001,9.4346300000000003,9.5274699999999992,0.0928399999999989,19.782299999999999,19.813500000000001,0.0312000000000019,0.21768699999999999,0.18654100000000001,-0.031146,1000.0599999999999,1000.0599999999999,0,999.31899999999996,999.43899999999996,0.120000000000005,0,0,0,0.21768699999999999,0.18654100000000001,-0.031146,0,0,0,0,0,0,0,0,0,0,0,0,0.21768699999999999,0.18654100000000001,-0.031146,0.16783999999999999,0.119756,-0.048084,0.23927999999999999,0.27418799999999999,0.034908,0.12628200000000001,0.45000000000000001,0.323718,0.39989000000000002,0.49998999999999999,0.1001,0.50107299999999999,0.37993900000000003,-0.121134,0.0611552,0.080938300000000005,0.0197831,0.006731,0.0191084,0.0123774,0.0179127,0.0191635,0.0012508,0,0,0,0.0082542499999999994,0.00029782000000000002,-0.00795643,0.0049836999999999998,0.00056269999999999996,-0.004421,0,0,0,0.0990369,0.120071,0.0210341,0.0611552,0.0809383,0.0197831,0.617499134161106,0.674086998525872,0.0565878643647659,0.21768699999999999,0.18654100000000001,-0.031146,0.5316922009664,0.436087435,-0.0956047659664,-0,0.000158928,0.000158928,0.5316922009664,0.436246363,-0.0954458379664,0.478552,0.548367,0.0698150000000001,0.326831,0.231205,-0.095626,0.0088544,0.0083115,-0.0005429,0.40712,0.393944,-0.013176
Low noise plus moderate risk aversion,4,10,Specification-LowNoiseModerateRiskAversion__Cost-4__Fee-American,Specification-LowNoiseModerateRiskAversion__Cost-4__Fee-British,0,-1.1369999999999999E-13,-0.0000000000001137,365,282,-83,0.50000999999999995,0.50000999999999995,0,0.0311051,0.056432299999999998,0.0253272,0.160834,0.35777599999999998,0.196942,0.15740499999999999,0.33940900000000002,0.182004,0.00071699999999999997,6.3790000000000003E-06,-0.000710621,0.65732699999999999,0.65708100000000003,-0.000246,10.173299999999999,10.162100000000001,-0.0111999999999988,9.5071700000000003,9.5040099999999992,-0.0031600000000012,19.680499999999999,19.6661,-0.0143999999999984,0.31952900000000001,0.33387299999999998,0.014344,1000.04,1000.04,0,999.41099999999994,999.41099999999994,0,0,0,0,0.31952900000000001,0.33387299999999998,0.014344,0,0,0,0,0,0,0,0,0,0,0,0,0.31952900000000001,0.33387299999999998,0.014344,0.12668699999999999,0.12807299999999999,0.001386,0.364514,0.37068699999999999,0.006173,0.13126699999999999,0.34999999999999998,0.218733,0.49998999999999999,0.49998999999999999,0,0.46890500000000002,0.44357799999999997,-0.025327,0.0250043,0.050552399999999997,0.0255481,0.00430725,0.00502061,0.00071336,0.00107675,0.000852901,-0.000223849,0,0,0,0.00024562,2.1875499999999999E-06,-0.00024343245,0.00047120000000000002,4.1917E-06,-0.0004670083,0,0,0,0.0311051,0.0564323,0.0253272,0.0250043,0.0505524,0.0255481,0.803864961051403,0.895806125215524,0.091941164164121,0.31952900000000001,0.33387299999999998,0.014344,0.4737351894481,0.4621284327,-0.0116067567481,0,0.00000240498,0.00000240498,0.4737351894481,0.46213083768,-0.0116043517681,0.729015,0.741361,0.0123460000000001,0.251884,0.255472,0.003588,0.0014939,0.0006777,-0.0008162,0.491201,0.49876,0.007559
Low noise,0.25,10,Specification-LowNoise__Cost-0.25__Fee-American,Specification-LowNoise__Cost-0.25__Fee-British,0,-8.8820000000000011E-16,-0.0000000000000009,221,220,-1,1,1,0,1,1,0,0.68082799999999999,0.68082799999999999,0,0.319187,0.319187,0,0.401922,0.401922,0,0.500004,0.500004,0,10.4474,10.4474,0,9.4474199999999993,9.4474199999999993,0,19.8949,19.8949,0,0.105144,0.105144,0,10.4474,10.4474,0,9.4474199999999993,9.4474199999999993,0,0,0,0,0.105144,0.105144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105144,0.105144,0,0.17438300000000001,0.18032000000000001,0.005937,0.16524800000000001,0.16205,-0.003198,0.50001300000000004,0.50001300000000004,0,0,0,0,0,0,0,0.598078,0.598078,0,0,0,0,0,0,0,0,0,0,0.200959,0.200959,0,0.200962,0.200962,0,0,0,0,1,1,0,0.598078,0.598078,0,0.598078,0.598078,0,0.105144,0.105144,0,0.500008775014,0.500008775014,0,0,0.000000225,0.000000225,0.500008775014,0.500009000014,0.000000225,0.33049,0.324094,-0.006396,0.330502,0.324105,-0.006397,0.0182703,0.0365406,0.0182703,0.339631,0.34237,0.002739
Low noise,0.5,10,Specification-LowNoise__Cost-0.5__Fee-American,Specification-LowNoise__Cost-0.5__Fee-British,3.5529999999999999E-15,8.8820000000000011E-16,-0.0000000000000027,348,360,12,0.70091999999999999,0.70091999999999999,0,0.301873,0.301873,0,0.80849499999999996,0.61102699999999999,-0.197468,0.084581600000000007,0.050000000000000003,-0.0345816,0.301873,0.20522699999999999,-0.096646,0.38208500000000001,0.50000199999999995,0.117917,10.4392,10.438499999999999,-0.0007000000000001,9.4403299999999994,9.45547,0.0151400000000006,19.8795,19.893999999999998,0.0144999999999982,0.12049,0.105994,-0.014496,10.4392,10.438499999999999,-0.0007000000000001,9.4403299999999994,9.45547,0.0151400000000006,0,0,0,0.12049,0.105994,-0.014496,0,0,0,0,0,0,0,0,0,0,0,0,0.12049,0.105994,-0.014496,0.17021600000000001,0.16742599999999999,-0.00279,0.16519800000000001,0.16470199999999999,-0.000496,,0.050000000000000003,,0.29908000000000001,0.29908000000000001,0,0.39904699999999999,0.39904699999999999,0,0,0.096646499999999996,0.0966465,0,0,0,0,0,0,0,0,0,0.186532,0.102613,-0.083919,0.115341,0.102614,-0.012727,0,0,0,0.301873,0.301873,0,0,0.0966465,0.0966465,0,0.320156158384486,0.320156158384486,0.12049,0.105994,-0.014496,0.514388,0.506493325,-0.007894675,-0,0.00000015,0.00000015,0.514388,0.506493475,-0.007894525,0.33039,0.329399,-0.000991,0.321176,0.299796,-0.02138,0.0192601,0.0350601,0.0158,0.335414,0.332128,-0.003286
Low noise,1,10,Specification-LowNoise__Cost-1__Fee-American,Specification-LowNoise__Cost-1__Fee-British,5.3290000000000004E-15,-3.5529999999999999E-15,-0.0000000000000089,254,303,49,0.60011000000000003,0.60011000000000003,0,0.20522699999999999,0.155552,-0.049675,0.83604100000000003,0.63712999999999997,-0.198911,0.16395899999999999,0.050000000000000003,-0.113959,0.20522699999999999,0.079951999999999995,-0.125275,0.50000199999999995,0.45783499999999999,-0.042167,10.3767,10.4033,0.0266000000000002,9.4409299999999998,9.4594000000000005,0.0184700000000007,19.817599999999999,19.8627,0.0451000000000015,0.182369,0.13733500000000001,-0.045034,10.3767,10.4033,0.0266000000000002,9.4409299999999998,9.4594000000000005,0.0184700000000007,0,0,0,0.182369,0.13733500000000001,-0.045034,0,0,0,0,0,0,0,0,0,0,0,0,0.182369,0.13733500000000001,-0.045034,0.17496100000000001,0.161631,-0.01333,0.20680399999999999,0.191909,-0.014895,,0.050000000000000003,,0.39989000000000002,0.39989000000000002,0,0.39488299999999998,0.44455800000000001,0.049675,0,0.037913799999999998,0.0379138,0,0.01345123,0.01345123,0,0.02423503,0.02423503,0,0.00141606,0.00141606,0.102613,0.043347200000000002,-0.0592658,0.102614,0.036604900000000003,-0.0660091,0,0,0,0.205227,0.155552,-0.049675,0,0.0379138,0.0379138,0,0.243737142563259,0.243737142563259,0.182369,0.13733500000000001,-0.045034,0.497497,0.50729362,0.00979662,0,-0.00202269,-0.00202269,0.497497,0.50527093,0.00777393,0.413602,0.383812,-0.02979,0.314866,0.294962,-0.019904,0.0350601,0.0283048,-0.0067553,0.381765,0.35354,-0.028225
