"OptionSetName","Risk Aversion","CARA Alpha","Fee Rule","Specification","Fee Regime","Offers","Party Signals","Court Signals","Requested Priors","Attempted Solves","Inexact Attempts","Exact Attempts","Verified Recoveries","Distinct Reported Strategy Profiles","Equilibrium","Equilibrium Recovery Count","Recovery Share of Verified Recoveries","Verification Status","Distinctness Criterion","Exploitability","Original Report Exploitability","Calculation Seconds","P Files","D Answers","P Offer","D Offer","Settles","P Abandons (Mutual Give-Up Allocated)","D Defaults (Mutual Give-Up Allocated)","Mutual Give-Up Probability Before 50/50 Allocation","Trial","P Loses","P Wins","Expenditures","Meritorious-Plaintiff Net Recovery Shortfall","Nonliable-Defendant Net Burden","Liable-Defendant Excess Net Burden Above Damages","Defendant Excess Net Monetary Burden","Plaintiff Net Recovery Shortfall","Net Outcome Fidelity Loss","Total Wealth","Source File","Plaintiff shortfall contribution","Nonliable defendant contribution","Liable defendant contribution","Outcome Error Before Legal Costs and Fee Transfers","Real Litigation Costs","Does Not File","Does Not Answer"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","11","7","0.14000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12227","0.80894699999999997","0.43576799999999999","0.68715800000000005","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq11.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","12","3","0.059999999999999998","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12227","0.80894699999999997","0.43576799999999999","0.69365500000000002","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq12.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","13","2","0.040000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","1.7760000000000001E-15","12227","0.80894699999999997","0.43576799999999999","0.66239099999999995","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq13.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","14","2","0.040000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12227","0.80894699999999997","0.43576799999999999","0.66783800000000004","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq14.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","15","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12228","0.80894699999999997","0.43576799999999999","0.67273400000000005","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq15.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","16","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12228","0.80894699999999997","0.43576799999999999","0.68549800000000005","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq16.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","17","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12228","0.80894699999999997","0.43576799999999999","0.66677500000000001","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq17.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","18","2","0.040000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12228","0.80894699999999997","0.43576799999999999","0.66157100000000002","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq18.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","19","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","1.7760000000000001E-15","12228","0.80894699999999997","0.43576799999999999","0.65341400000000005","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq19.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","20","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","1.7760000000000001E-15","12229","0.80894699999999997","0.43576799999999999","0.66511500000000001","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq20.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-Baseline__Cost-1__Fee-American__Starts-50","Risk Neutral","0","American","Baseline","American","10","10","2","50","99","49","50","50","21","21","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","8.8817841970012523E-15","8.8820000000000011E-16","12229","0.80894699999999997","0.43576799999999999","0.71924200000000005","0.050000000000000003","0.083440799999999996","0","0","0","0.352327","0.19769999999999999","0.15462699999999999","0.29240500000000003","0.43287300000000001","0.44374000000000002","0.055607700000000003","0.24967700000000001","0.21643399999999999","0.466111","19.707599999999999","CS004ME Specification-Baseline__Cost-1__Fee-American__Starts-50 -Eq21.csv","0.2164365","0.22187000000000001","0.027803850000000001","0.27756448500000008","0.29240500000000003","0.191053","0.37317899999999998"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","1","7","0.21212121212121213","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.4106051316484809E-13","-5.6840000000000001E-14","84164","1","1","0.49999300000000002","0.49999500000000002","0.88126199999999999","0","0","0","0.118738","0.059369499999999999","0.059368600000000001","0.335621","0.51158099999999995","0.51157200000000003","0.0214296","0.26650400000000002","0.25578699999999999","0.52229100000000006","19.664400000000001","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq1.csv","0.25579049999999998","0.25578600000000001","0.0107148","0.34376582121250004","0.335621","0","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","2","7","0.21212121212121213","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","0.020299999999999999","84164","1","1","0.48543399999999998","0.54999600000000004","0.927346","0","0","0","0.072653999999999996","0.030821600000000001","0.041832500000000002","0.32179600000000003","0.51525900000000002","0.55215199999999998","0.015897999999999999","0.284028","0.25762600000000002","0.54165400000000008","19.6782","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq2.csv","0.25762950000000001","0.27607599999999999","0.0079489999999999995","0.3728068981705","0.32179600000000003","0","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","3","7","0.21212121212121213","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","0.04419","84165","1","1","0.44999400000000001","0.51455700000000004","0.92734700000000003","0","0","0","0.072652999999999995","0.0418327","0.03082","0.32179600000000003","0.55215899999999996","0.51524999999999999","0.010309199999999999","0.26278299999999999","0.27607599999999999","0.53885899999999998","19.6782","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq3.csv","0.27607949999999998","0.25762499999999999","0.0051545999999999996","0.37280628945050004","0.32179600000000003","0","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","4","1","0.030303030303030304","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","0.045699999999999998","84165","0.60758999999999996","0.60758999999999996","0.84999999999999998","0.62631700000000001","0.42733700000000002","0.061514899999999997","0","0","0.118738","0.059369499999999999","0.059368600000000001","0.21789800000000001","0.521957","0.30873699999999998","0.0214296","0.16508500000000001","0.26097500000000001","0.42605999999999999","19.7821","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq4.csv","0.2609785","0.15436849999999999","0.0107148","0.30639752500000006","0.21789800000000001","0.39240999999999998","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","5","1","0.030303030303030304","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","2.2737367544323206E-13","0.061400000000000003","84165","1","0.60760899999999995","0.37334299999999998","0.14999999999999999","0.42735600000000001","0","0.061515","0","0.118738","0.059369499999999999","0.059368600000000001","0.27676299999999998","0.39682699999999999","0.52194600000000002","0.033476199999999998","0.27771499999999999","0.198411","0.47612599999999999","19.723199999999999","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq5.csv","0.19841349999999999","0.26097300000000001","0.016738099999999999","0.30639725000000001","0.27676299999999998","0","0.39239099999999999"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","6","1","0.030303030303030304","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","0.056329999999999998","84165","0.60758999999999996","0.60758999999999996","0.84999999999999998","0.62497999999999998","0.42733700000000002","0.061514899999999997","0","0","0.118738","0.059369499999999999","0.059368600000000001","0.21789800000000001","0.521957","0.30873699999999998","0.0214296","0.16508500000000001","0.26097500000000001","0.42605999999999999","19.7821","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq6.csv","0.2609785","0.15436849999999999","0.0107148","0.30639752500000006","0.21789800000000001","0.39240999999999998","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","7","1","0.030303030303030304","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","2.2737367544323206E-13","0.059920000000000001","84165","1","0.60760899999999995","0.37501200000000001","0.14999999999999999","0.42735600000000001","0","0.061515","0","0.118738","0.059369499999999999","0.059368600000000001","0.27676299999999998","0.39682699999999999","0.52194600000000002","0.033476199999999998","0.27771499999999999","0.198411","0.47612599999999999","19.723199999999999","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq7.csv","0.19841349999999999","0.26097300000000001","0.016738099999999999","0.30639725000000001","0.27676299999999998","0","0.39239099999999999"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","8","2","0.060606060606060608","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","2.2737367544323206E-13","0.05824","84165","1","0.60760899999999995","0.37367400000000001","0.14999999999999999","0.42735600000000001","0","0.061515","0","0.118738","0.059369499999999999","0.059368600000000001","0.27676299999999998","0.39682699999999999","0.52194600000000002","0.033476199999999998","0.27771499999999999","0.198411","0.47612599999999999","19.723199999999999","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq8.csv","0.19841349999999999","0.26097300000000001","0.016738099999999999","0.30639725000000001","0.27676299999999998","0","0.39239099999999999"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","9","2","0.060606060606060608","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","1.1368683772161603E-13","0.060580000000000002","84166","0.70606999999999998","0.70606999999999998","0.75","0.53202700000000003","0.47613800000000001","0.123123","0","0","0.106809","0.0548301","0.051978799999999999","0.243864","0.56631200000000004","0.33549400000000001","0.018551100000000001","0.17702499999999999","0.28315200000000001","0.460177","19.7561","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq9.csv","0.28315600000000002","0.16774700000000001","0.0092755500000000005","0.32897069999999995","0.243864","0.29393000000000002","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","10","1","0.030303030303030304","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","0.061510000000000002","84166","1","0.70608400000000004","0.46694999999999998","0.25","0.47615299999999999","0","0.12311999999999999","0","0.106811","0.051980999999999999","0.0548301","0.28795599999999999","0.40438200000000002","0.56630499999999995","0.045615299999999998","0.30596400000000001","0.20218800000000001","0.50815200000000005","19.712","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq10.csv","0.20219100000000001","0.28315249999999997","0.022807649999999999","0.32897125000000005","0.28795599999999999","0","0.29391600000000001"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","11","1","0.030303030303030304","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","1.1368683772161603E-13","0.061620000000000001","84166","0.70606999999999998","0.70606999999999998","0.75","0.53328200000000003","0.47613800000000001","0.123123","0","0","0.106809","0.0548301","0.051978799999999999","0.243864","0.56631200000000004","0.33549400000000001","0.018551100000000001","0.17702499999999999","0.28315200000000001","0.460177","19.7561","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq11.csv","0.28315600000000002","0.16774700000000001","0.0092755500000000005","0.32897069999999995","0.243864","0.29393000000000002","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50","Moderately Risk Averse","2","American","Moderate symmetric risk aversion","American","10","10","2","50","99","49","50","33","12","12","2","0.060606060606060608","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","0.059580000000000001","84166","0.71569000000000005","0.256494","0.464171","0.050000000000000003","0.13833000000000001","0","0.00020893299999999999","0","0.117955","0.058884199999999998","0.059070600000000001","0.18121399999999999","0.40028000000000002","0.36557299999999998","0.0213765","0.19347700000000001","0.20013700000000001","0.39361400000000002","19.8188","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-American__Starts-50 -Eq12.csv","0.20014000000000001","0.18278649999999999","0.01068825","0.27625073100000003","0.18121399999999999","0.28431000000000001","0.45919599999999999"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","1","10","0.20000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9617","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.58299400000000001","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq1.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
