Specification,Costs Multiplier,Number of Offers,American OptionSetName,British OptionSetName,American Exploitability,British Exploitability,Difference (British - American) Exploitability,American Calculation Time,British Calculation Time,Difference (British - American) Calculation Time,American P Files,British P Files,Difference (British - American) P Files,American D Answers,British D Answers,Difference (British - American) D Answers,American P Offer,British P Offer,Difference (British - American) P Offer,American D Offer,British D Offer,Difference (British - American) D Offer,American Trial,British Trial,Difference (British - American) Trial,American P Win Probability,British P Win Probability,Difference (British - American) P Win Probability,American P Wealth,British P Wealth,Difference (British - American) P Wealth,American D Wealth,British D Wealth,Difference (British - American) D Wealth,American Total Wealth,British Total Wealth,Difference (British - American) Total Wealth,American Wealth Loss,British Wealth Loss,Difference (British - American) Wealth Loss,American P Welfare,British P Welfare,Difference (British - American) P Welfare,American D Welfare,British D Welfare,Difference (British - American) D Welfare,American Pre-Dispute Social Welfare Loss,British Pre-Dispute Social Welfare Loss,Difference (British - American) Pre-Dispute Social Welfare Loss,American Social Welfare Loss,British Social Welfare Loss,Difference (British - American) Social Welfare Loss,American Opportunity Cost,British Opportunity Cost,Difference (British - American) Opportunity Cost,American Harm Cost,British Harm Cost,Difference (British - American) Harm Cost,American Truly Liable Harm Cost,British Truly Liable Harm Cost,Difference (British - American) Truly Liable Harm Cost,American Truly Not Liable Harm Cost,British Truly Not Liable Harm Cost,Difference (British - American) Truly Not Liable Harm Cost,American Expenditures,British Expenditures,Difference (British - American) Expenditures,American Defendant Excess Net Monetary Burden,British Defendant Excess Net Monetary Burden,Difference (British - American) Defendant Excess Net Monetary Burden,American Plaintiff Net Recovery Shortfall,British Plaintiff Net Recovery Shortfall,Difference (British - American) Plaintiff Net Recovery Shortfall,American Value If Settled,British Value If Settled,Difference (British - American) Value If Settled,American No Suit,British No Suit,Difference (British - American) No Suit,American No Answer,British No Answer,Difference (British - American) No Answer,American Settles,British Settles,Difference (British - American) Settles,American P Abandons,British P Abandons,Difference (British - American) P Abandons,American D Defaults,British D Defaults,Difference (British - American) D Defaults,American Mutual Give-Up Probability Before 50/50 Allocation,British Mutual Give-Up Probability Before 50/50 Allocation,Difference (British - American) Mutual Give-Up Probability Before 50/50 Allocation,American P Loses,British P Loses,Difference (British - American) P Loses,American P Wins,British P Wins,Difference (British - American) P Wins,American Appropriation,British Appropriation,Difference (British - American) Appropriation,American Reaches Bargaining,British Reaches Bargaining,Difference (British - American) Reaches Bargaining,American Settlement Unconditional,British Settlement Unconditional,Difference (British - American) Settlement Unconditional,American Settlement Conditional on Reaching Bargaining,British Settlement Conditional on Reaching Bargaining,Difference (British - American) Settlement Conditional on Reaching Bargaining,American Real Litigation Costs,British Real Litigation Costs,Difference (British - American) Real Litigation Costs,American Liability Transfer to Plaintiff,British Liability Transfer to Plaintiff,Difference (British - American) Liability Transfer to Plaintiff,American Fee-Shifting Transfer to Plaintiff,British Fee-Shifting Transfer to Plaintiff,Difference (British - American) Fee-Shifting Transfer to Plaintiff,American Total Net Transfer to Plaintiff,British Total Net Transfer to Plaintiff,Difference (British - American) Total Net Transfer to Plaintiff,American Meritorious-Plaintiff Net Recovery Shortfall,British Meritorious-Plaintiff Net Recovery Shortfall,Difference (British - American) Meritorious-Plaintiff Net Recovery Shortfall,American Nonliable-Defendant Net Burden,British Nonliable-Defendant Net Burden,Difference (British - American) Nonliable-Defendant Net Burden,American Liable-Defendant Excess Net Burden Above Damages,British Liable-Defendant Excess Net Burden Above Damages,Difference (British - American) Liable-Defendant Excess Net Burden Above Damages,American Net Outcome Fidelity Loss,British Net Outcome Fidelity Loss,Difference (British - American) Net Outcome Fidelity Loss
All litigation costs sunk before bargaining plus moderate risk aversion,0.25,10,Specification-AllCostsSunkModerateRiskAversion__Cost-0.25__Fee-American,Specification-AllCostsSunkModerateRiskAversion__Cost-0.25__Fee-British,-1.1369999999999999E-13,5.6840000000000001E-14,0.0000000000001705,5681,1138,-4543,1,1,0,1,1,0,0.58941699999999997,0.57258500000000001,-0.016832,0.41056999999999999,0.38406699999999999,-0.026503,0.53790199999999999,0.31598900000000002,-0.221913,0.49998599999999999,0.50113700000000005,0.0011510000000001,10.425000000000001,10.4148,-0.0102000000000011,9.4250100000000003,9.4352400000000003,0.01023,19.850000000000001,19.850000000000001,0,0.14999999999999999,0.14999999999999999,0,1000.08,1000.0700000000001,-0.0099999999999909,999.39400000000001,999.35000000000002,-0.0439999999999827,0,0,0,0.14999999999999999,0.14999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14999999999999999,0.14999999999999999,0,0.21856600000000001,0.20788100000000001,-0.010685,0.20402999999999999,0.19516700000000001,-0.008863,0.499998,0.476109,-0.023889,0,0,0,0,0,0,0.46209800000000001,0.54465300000000005,0.082555,0,0.0673154,0.0673154,0,0.0720425,0.0720425,0,0,0,0.26895799999999997,0.157635,-0.111323,0.26894400000000002,0.15835399999999999,-0.11059,0,0,0,1,1,0,0.462098,0.544653,0.082555,0.462098,0.544653,0.082555,0.14999999999999999,0.14999999999999999,0,0.499992075804,0.489710695177,-0.010281380627,-0,0.000053925,0.000053925,0.499992075804,0.489764620177,-0.010227455627,0.408065,0.390339,-0.017726,0.408053,0.369872,-0.038181,0.0290753,0.0458861,0.0168108,0.422596,0.403048,-0.019548
All litigation costs sunk before bargaining plus moderate risk aversion,0.5,10,Specification-AllCostsSunkModerateRiskAversion__Cost-0.5__Fee-American,Specification-AllCostsSunkModerateRiskAversion__Cost-0.5__Fee-British,0,0,0,5638,5505,-133,0.99800900000000003,0.71316800000000002,-0.284841,0.91756400000000005,0.320328,-0.597236,0.51297700000000002,0.50954500000000003,-0.003432,0.38671899999999998,0.050000000000000003,-0.336719,0.41919200000000001,0.164905,-0.254287,0.498307,0.560168,0.061861,10.3523,10.388999999999999,0.0366999999999997,9.3603500000000004,9.4559899999999999,0.0956399999999995,19.712700000000002,19.844999999999999,0.132299999999997,0.28733599999999998,0.155024,-0.132312,1000.0700000000001,1000.0599999999999,-0.0100000000001046,999.30700000000002,999.303,-0.0040000000000191,0,0,0,0.28733599999999998,0.155024,-0.132312,0,0,0,0,0,0,0,0,0,0,0,0,0.28733599999999998,0.155024,-0.132312,0.26259700000000002,0.17772499999999999,-0.084872,0.240228,0.20291799999999999,-0.03731,0.426761,0.050000000000000003,-0.376761,0.0019911600000000001,0.28683199999999998,0.28484084,0.0804449,0.39284000000000002,0.3123951,0.49837199999999998,0.15542300000000001,-0.342949,0,0,0,0,0,0,0,0,0,0.21030599999999999,0.072530499999999998,-0.1377755,0.20888599999999999,0.092374399999999995,-0.1165116,0,0,0,0.917564,0.320328,-0.597236,0.498372,0.155423,-0.342949,0.543146854061406,0.485199545465897,-0.057947308595509,0.28733599999999998,0.155024,-0.132312,0.502016633092,0.49298555,-0.009031083092,-0,0.002976585,0.002976585,0.502016633092,0.495962135,-0.0060544980919999,0.480462,0.405841,-0.074621,0.480295,0.320087,-0.160208,0.0448931,0.03536,-0.0095331,0.502825,0.380643,-0.122182
All litigation costs sunk before bargaining plus moderate risk aversion,1,10,Specification-AllCostsSunkModerateRiskAversion__Cost-1__Fee-American,Specification-AllCostsSunkModerateRiskAversion__Cost-1__Fee-British,1.1369999999999999E-13,1.7050000000000001E-13,0.0000000000000568,444,1962,1518,0.71569000000000005,0.60758999999999996,-0.1081,0.36473800000000001,0.118648,-0.24609,0.53663300000000003,0.35754799999999998,-0.179085,0.37955699999999998,0.050000000000000003,-0.329557,0.12931699999999999,0.029531999999999999,-0.099785,0.47165000000000001,0.46909099999999998,-0.002559,10.3032,10.336,0.0327999999999999,9.3726900000000004,9.4461700000000004,0.07348,19.675899999999999,19.7821,0.106200000000001,0.324129,0.21787200000000001,-0.106257,1000.0599999999999,1000.0599999999999,0,999.27599999999995,999.31299999999999,0.0370000000000346,0,0,0,0.324129,0.21787200000000001,-0.106257,0,0,0,0,0,0,0,0,0,0,0,0,0.324129,0.21787200000000001,-0.106257,0.229571,0.17591999999999999,-0.053651,0.27235799999999999,0.24971399999999999,-0.022644,0.45000000000000001,0.050000000000000003,-0.4,0.28431000000000001,0.39240999999999998,0.1081,0.35095199999999999,0.48894199999999999,0.13799,0.23542199999999999,0.067131399999999994,-0.1682906,0,0.00935482,0.00935482,0,0.01263042,0.01263042,0,0.0023136400000000001,0.00231364,0.068324599999999999,0.0156787,-0.0526459,0.060992299999999999,0.0138531,-0.0471392,0,0,0,0.364738,0.118648,-0.24609,0.235422,0.0671314,-0.1682906,0.645455093793353,0.56580304767042,-0.079652046122933,0.324129,0.21787200000000001,-0.106257,0.5178842,0.51878209,0.00089789,-0,-0.00054768,-0.00054768,0.5178842,0.51823441,0.00035021,0.544722,0.499434,-0.0452880000000001,0.434675,0.338163,-0.096512,0.0244621,0.013673,-0.0107891,0.501929,0.425634,-0.0762949999999999
All litigation costs sunk before bargaining plus moderate risk aversion,2,10,Specification-AllCostsSunkModerateRiskAversion__Cost-2__Fee-American,Specification-AllCostsSunkModerateRiskAversion__Cost-2__Fee-British,-2.8419999999999999E-13,2.2739999999999997E-13,0.0000000000005116,221,393,172,0.73711700000000002,0.40154899999999999,-0.335568,0.043472400000000001,0.032500000000000001,-0.0109724,0.57993799999999995,0.210287,-0.369651,0.050000000000000003,0.15134400000000001,0.101344,0.038854,0.0011410000000000001,-0.037713,0.16725000000000001,0.63478000000000001,0.46753,10.258100000000001,10.1333,-0.1248,9.2735400000000006,9.6062799999999999,0.332739999999999,19.531600000000001,19.739599999999999,0.207999999999998,0.46835399999999999,0.26042900000000002,-0.207925,1000.0599999999999,1000.03,-0.0299999999999727,999.12800000000004,999.52700000000004,0.399000000000001,0,0,0,0.46835399999999999,0.26042900000000002,-0.207925,0,0,0,0,0,0,0,0,0,0,0,0,0.46835399999999999,0.26042900000000002,-0.207925,0.28475299999999998,0.099215600000000001,-0.1855374,0.329789,0.392961,0.063172,0.050000000000000003,0.14407,0.09407,0.26288299999999998,0.59845099999999996,0.335568,0.69364499999999996,0.36904900000000002,-0.324596,0.0046184399999999997,0.023008399999999998,0.01838996,0,0.0074053,0.0074053,0,0.000945273,0.000945273,0,0,0,0.032355599999999998,0.00041670999999999999,-0.03193889,0.0064983000000000003,0.00072429999999999999,-0.005774,0,0,0,0.0434724,0.0325,-0.0109724,0.00461844,0.0230084,0.01838996,0.106238440941839,0.707950769230769,0.60171232828893,0.46835399999999999,0.26042900000000002,-0.207925,0.700374222,0.374033393188,-0.326340828812,-0,0.000184554,0.000184554,0.700374222,0.374217947188,-0.326156274812,0.659587,0.785931,0.126344,0.566398,0.196542,-0.369856,0.0031014,0.0018869,-0.0012145,0.614542,0.4921766,-0.1223654
All litigation costs sunk before bargaining plus moderate risk aversion,4,10,Specification-AllCostsSunkModerateRiskAversion__Cost-4__Fee-American,Specification-AllCostsSunkModerateRiskAversion__Cost-4__Fee-British,0,0,0,86,88,2,0,0,0,0,0,0,,,,,,,0,0,0,,,,10,10,0,10,10,0,20,20,0,0,0,0,1000,1000,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999300000000002,0.49999300000000002,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.499993,0.499993,0
All litigation costs sunk before bargaining,0.25,10,Specification-AllCostsSunk__Cost-0.25__Fee-American,Specification-AllCostsSunk__Cost-0.25__Fee-British,-4.4410000000000002E-15,-6.2170000000000006E-15,-0.0000000000000018,3,5,2,1,0.91954999999999998,-0.08045,1,0.74184600000000001,-0.258154,0.84999800000000003,0.84305799999999997,-0.0069400000000001,0.14999899999999999,0.134551,-0.015448,1,0.74184600000000001,-0.258154,0.49999199999999999,0.45111000000000001,-0.048882,10.425000000000001,10.438000000000001,0.0129999999999999,9.4250100000000003,9.4374400000000005,0.0124300000000002,19.850000000000001,19.875399999999999,0.0253999999999976,0.14999999999999999,0.12460499999999999,-0.025395,10.425000000000001,10.438000000000001,0.0129999999999999,9.4250100000000003,9.4374400000000005,0.0124300000000002,0,0,0,0.14999999999999999,0.12460499999999999,-0.025395,0,0,0,0,0,0,0,0,0,0,0,0,0.14999999999999999,0.12460499999999999,-0.025395,0.21099300000000001,0.19911000000000001,-0.011883,0.18451999999999999,0.16603299999999999,-0.018487,,,,0,0.080449999999999994,0.08045,0,0.177704,0.177704,0,0,0,0,0,0,0,0,0,0,0,0,0.50000800000000001,0.407192,-0.092816,0.49999199999999999,0.33465400000000001,-0.165338,0,0,0,1,0.741846,-0.258154,0,0,0,0,0,0,0.14999999999999999,0.12460499999999999,-0.025395,0.499992,0.512358,0.012366,-0,-0.00544035,-0.00544035,0.499992,0.50691765,0.00692565,0.369046,0.332071,-0.036975,0.369035,0.332793,-0.036242,0.0529466,0.0654229,0.0124763,0.395513,0.365143,-0.03037
All litigation costs sunk before bargaining,0.5,10,Specification-AllCostsSunk__Cost-0.5__Fee-American,Specification-AllCostsSunk__Cost-0.5__Fee-British,0,-6.2170000000000006E-15,-0.0000000000000062,3,4,1,0.82186999999999999,0.71569000000000005,-0.10618,0.64523799999999998,0.44122499999999998,-0.204013,0.85699099999999995,0.86871299999999996,0.011722,0.14300599999999999,0.13128500000000001,-0.011721,0.64523799999999998,0.44122499999999998,-0.204013,0.49999399999999999,0.49999500000000002,0.000001,10.375999999999999,10.387700000000001,0.0117000000000012,9.4039699999999993,9.4387399999999992,0.03477,19.779900000000001,19.826499999999999,0.046599999999998,0.22006600000000001,0.173537,-0.046529,10.375999999999999,10.387700000000001,0.0117000000000012,9.4039699999999993,9.4387399999999992,0.03477,0,0,0,0.22006600000000001,0.173537,-0.046529,0,0,0,0,0,0,0,0,0,0,0,0,0.22006600000000001,0.173537,-0.046529,0.22117200000000001,0.20199900000000001,-0.019173,0.211585,0.19742799999999999,-0.014157,,,,0.17813000000000001,0.28431000000000001,0.10618,0.17663200000000001,0.27446500000000001,0.097833,0,0,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.22061500000000001,-0.102008,0.32261499999999999,0.22061,-0.102005,0,0,0,0.645238,0.441225,-0.204013,0,0,0,0,0,0,0.22006600000000001,0.173537,-0.046529,0.499247,0.495075,-0.004172,-0,-0.00000075,-0.00000075,0.499247,0.49507425,-0.00417275,0.423175,0.394861,-0.028314,0.378228,0.319489,-0.058739,0.0641123,0.0845049,0.0203926,0.432757,0.399427,-0.03333
All litigation costs sunk before bargaining,1,10,Specification-AllCostsSunk__Cost-1__Fee-American,Specification-AllCostsSunk__Cost-1__Fee-British,-8.8820000000000011E-16,2.6650000000000001E-15,0.0000000000000036,3,4,1,0.71569000000000005,0.689218,-0.0264720000000001,0.34429399999999999,0.26360899999999998,-0.080685,0.85887599999999997,0.71963900000000003,-0.139237,0.097863400000000003,0.050000000000000003,-0.0478634,0.34429399999999999,0.203462,-0.140832,0.43179600000000001,0.454872,0.023076,10.305400000000001,10.3089,0.003499999999999,9.3766499999999997,9.4052600000000002,0.0286100000000005,19.681999999999999,19.714200000000002,0.0322000000000031,0.31799500000000003,0.28584799999999999,-0.032147,10.305400000000001,10.3089,0.003499999999999,9.3766499999999997,9.4052600000000002,0.0286100000000005,0,0,0,0.31799500000000003,0.28584799999999999,-0.032147,0,0,0,0,0,0,0,0,0,0,0,0,0.31799500000000003,0.28584799999999999,-0.032147,0.23089699999999999,0.21674199999999999,-0.014155,0.259212,0.25185600000000002,-0.007356,,0.050000000000000003,,0.28431000000000001,0.310782,0.026472,0.371396,0.42560999999999999,0.054214,0,0.060147399999999997,0.0601474,0,0,0,0,0,0,0,0,0,0.195629,0.110913,-0.084716,0.14866499999999999,0.092549000000000006,-0.056116,0,0,0,0.344294,0.263609,-0.080685,0,0.0601474,0.0601474,0,0.228168992712692,0.228168992712692,0.31799500000000003,0.28584799999999999,-0.032147,0.520061,0.52116637,0.00110537,-0,-0.0055092,-0.0055092,0.520061,0.51565717,-0.00440383,0.518431,0.503718,-0.014713,0.408792,0.367778,-0.041014,0.0529965,0.0657015,0.012705,0.490109,0.468598,-0.021511
All litigation costs sunk before bargaining,2,10,Specification-AllCostsSunk__Cost-2__Fee-American,Specification-AllCostsSunk__Cost-2__Fee-British,8.8820000000000011E-16,0,-0.0000000000000009,3,6,3,0.71569000000000005,0.58819200000000005,-0.127498,0.115359,0.108319,-0.00704,0.83009999999999995,0.64142999999999994,-0.18867,0.050000000000000003,0.050000000000000003,0,0.115359,0.071180999999999994,-0.044178,0.23330100000000001,0.42231800000000003,0.189017,10.197800000000001,10.152200000000001,-0.0456000000000003,9.3035399999999999,9.4298500000000001,0.12631,19.5014,19.582100000000001,0.0807000000000002,0.49862899999999999,0.41790699999999997,-0.080722,10.197800000000001,10.152200000000001,-0.0456000000000003,9.3035399999999999,9.4298500000000001,0.12631,0,0,0,0.49862899999999999,0.41790699999999997,-0.080722,0,0,0,0,0,0,0,0,0,0,0,0,0.49862899999999999,0.41790699999999997,-0.080722,0.26652100000000001,0.19678000000000001,-0.069741,0.34710999999999997,0.36811300000000002,0.021003,,0.050000000000000003,,0.28431000000000001,0.41180800000000001,0.127498,0.60033099999999995,0.47987200000000002,-0.120459,0,0.037137799999999999,0.0371378,0,0,0,0,0,0,0,0,0,0.088445200000000002,0.041120200000000003,-0.047325,0.026913300000000001,0.0300612,0.0031479,0,0,0,0.115359,0.108319,-0.00704,0,0.0371378,0.0371378,0,0.342855824001329,0.342855824001329,0.49862899999999999,0.41790699999999997,-0.080722,0.6272443,0.51179009,-0.11545421,-0,-0.0066354,-0.0066354,0.6272443,0.50515469,-0.12208961,0.69423,0.736237,0.042007,0.518346,0.353402,-0.164944,0.0146894,0.0401542,0.0254648,0.613631,0.564893,-0.0487380000000001
All litigation costs sunk before bargaining,4,10,Specification-AllCostsSunk__Cost-4__Fee-American,Specification-AllCostsSunk__Cost-4__Fee-British,0,0,0,3,3,0,0,0,0,0,0,0,,,,,,,0,0,0,,,,10,10,0,10,10,0,20,20,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49999300000000002,0.49999300000000002,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.499993,0.499993,0
Baseline,0.25,10,Specification-Baseline__Cost-0.25__Fee-American,Specification-Baseline__Cost-0.25__Fee-British,-8.8820000000000011E-16,0,0.0000000000000009,6,5,-1,1,1,0,1,1,0,0.87759500000000001,0.78968300000000002,-0.087912,0.122403,0.210309,0.087906,0.83921100000000004,0.64523799999999998,-0.193973,0.49999199999999999,0.49999399999999999,0.000002,10.430999999999999,10.4383,0.0073000000000008,9.4310399999999994,9.4383099999999995,0.0072700000000001,19.862100000000002,19.8766,0.0144999999999982,0.13794100000000001,0.123393,-0.014548,10.430999999999999,10.4383,0.0073000000000008,9.4310399999999994,9.4383099999999995,0.0072700000000001,0,0,0,0.13794100000000001,0.123393,-0.014548,0,0,0,0,0,0,0,0,0,0,0,0,0.13794100000000001,0.123393,-0.014548,0.203185,0.20179,-0.001395,0.18159400000000001,0.169736,-0.011858,0.49999300000000002,0.49998900000000002,-0.000004,0,0,0,0,0,0,0.16078899999999999,0.35476200000000002,0.193973,0,0,0,0,0,0,0,0,0,0.41961199999999999,0.32262299999999999,-0.096989,0.419599,0.32261499999999999,-0.096984,0,0,0,1,1,0,0.160789,0.354762,0.193973,0.160789,0.354762,0.193973,0.13794100000000001,0.123393,-0.014548,0.499992374477,0.499992097618,-0.000000276859,-0,-0.0000006,-0.0000006,0.499992374477,0.499991497618,-0.000000876859,0.363193,0.339476,-0.023717,0.363183,0.339465,-0.023718,0.0431818,0.0641123,0.0209305,0.384779,0.371526,-0.013253
Baseline,0.5,10,Specification-Baseline__Cost-0.5__Fee-American,Specification-Baseline__Cost-0.5__Fee-British,-1.7760000000000001E-15,-1.7760000000000001E-15,0,7,7,0,0.82186999999999999,0.91954999999999998,0.09768,0.64523799999999998,0.636467,-0.008771,0.85699099999999995,0.65636099999999997,-0.20063,0.14300599999999999,0.050000000000000003,-0.093006,0.64523799999999998,0.44122499999999998,-0.204013,0.49999399999999999,0.49999500000000002,0.000001,10.389200000000001,10.4114,0.0221999999999998,9.4039699999999993,9.4057200000000005,0.0017500000000013,19.793199999999999,19.8171,0.0239000000000011,0.206819,0.18288499999999999,-0.023934,10.389200000000001,10.4114,0.0221999999999998,9.4039699999999993,9.4057200000000005,0.0017500000000013,0,0,0,0.206819,0.18288499999999999,-0.023934,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.18288499999999999,-0.023934,0.22117200000000001,0.22511400000000001,0.003942,0.20072300000000001,0.17805499999999999,-0.022668,,0.050000000000000003,,0.17813000000000001,0.080449999999999994,-0.09768,0.17663200000000001,0.28308299999999997,0.106451,0,0.195243,0.195243,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.22061500000000001,-0.102008,0.32261499999999999,0.22061,-0.102005,0,0,0,0.645238,0.636467,-0.008771,0,0.195243,0.195243,0,0.306760601885094,0.306760601885094,0.206819,0.18288499999999999,-0.023934,0.499247,0.51345515,0.01420815,-0,-0.00000075,-0.00000075,0.499247,0.5134544,0.0142074,0.401452,0.356114,-0.045338,0.378228,0.36572,-0.012508,0.0641123,0.0845049,0.0203926,0.421895,0.403169,-0.018726
Baseline,1,10,Specification-Baseline__Cost-1__Fee-American,Specification-Baseline__Cost-1__Fee-British,8.8820000000000011E-16,8.8820000000000011E-16,0,3,3,0,0.80894699999999997,0.82186999999999999,0.012923,0.43576799999999999,0.43881500000000001,0.003047,0.67599399999999998,0.52681500000000003,-0.149179,0.050000000000000003,0.050000000000000003,0,0.352327,0.25620500000000002,-0.096122,0.43887399999999999,0.49999700000000002,0.061123,10.357799999999999,10.358599999999999,0.0007999999999999,9.3498099999999997,9.3754600000000003,0.0256500000000006,19.707599999999999,19.734000000000002,0.0264000000000024,0.29240500000000003,0.26596399999999998,-0.026441,10.357799999999999,10.358599999999999,0.0007999999999999,9.3498099999999997,9.3754600000000003,0.0256500000000006,0,0,0,0.29240500000000003,0.26596399999999998,-0.026441,0,0,0,0,0,0,0,0,0,0,0,0,0.29240500000000003,0.26596399999999998,-0.026441,0.24967700000000001,0.24568899999999999,-0.003988,0.21643399999999999,0.20886199999999999,-0.007572,0.050000000000000003,0.050000000000000003,0,0.191053,0.17813000000000001,-0.012923,0.37317899999999998,0.38305499999999998,0.009876,0.083440799999999996,0.18260999999999999,0.0991692,0,0,0,0,0,0,0,0,0,0.19769999999999999,0.12810299999999999,-0.069597,0.15462699999999999,0.12810199999999999,-0.026525,0,0,0,0.435768,0.438815,0.003047,0.0834408,0.18261,0.0991692,0.191479870022581,0.416143477319599,0.224663607297018,0.29240500000000003,0.26596399999999998,-0.026441,0.53197804,0.5202875,-0.01169054,-0,-0.0000003,-0.0000003,0.53197804,0.5202872,-0.0116908400000001,0.432873,0.417729,-0.015144,0.44374,0.396443,-0.047297,0.0556077,0.0949314,0.0393237,0.466111,0.454551,-0.01156
Baseline,1,15,Specification-Baseline__Cost-1__Fee-American__Offers-15,Specification-Baseline__Cost-1__Fee-British__Offers-15,-8.8820000000000011E-16,8.8820000000000011E-16,0.0000000000000018,7,7,0,0.71569000000000005,0.71569000000000005,0,0.34429399999999999,0.34429399999999999,0,0.82730400000000004,0.65074299999999996,-0.176561,0.083605600000000002,0.033333300000000003,-0.0502723,0.34429399999999999,0.25620500000000002,-0.088089,0.43179600000000001,0.49999700000000002,0.068201,10.3611,10.3566,-0.0045000000000002,9.3766499999999997,9.4074899999999992,0.0308399999999995,19.7377,19.764099999999999,0.0263999999999989,0.26228600000000002,0.23585900000000001,-0.026427,10.3611,10.3566,-0.0045000000000002,9.3766499999999997,9.4074899999999992,0.0308399999999995,0,0,0,0.26228600000000002,0.23585900000000001,-0.026427,0,0,0,0,0,0,0,0,0,0,0,0,0.26228600000000002,0.23585900000000001,-0.026427,0.23089699999999999,0.224329,-0.006568,0.216588,0.211864,-0.004724,,0.033333300000000003,,0.28431000000000001,0.28431000000000001,0,0.371396,0.371396,0,0,0.088089600000000004,0.0880896,0,0,0,0,0,0,0,0,0,0.195629,0.12810299999999999,-0.067526,0.14866499999999999,0.12810199999999999,-0.020563,0,0,0,0.344294,0.344294,0,0,0.0880896,0.0880896,0,0.25585575118939,0.25585575118939,0.26228600000000002,0.23585900000000001,-0.026427,0.520061,0.50243431706368,-0.01762668293632,-0,-0.0000003,-0.0000003,0.520061,0.50243401706368,-0.01762698293632,0.433181,0.423734,-0.009447,0.408792,0.353723,-0.055069,0.0529965,0.0949314,0.0419349,0.447485,0.436193,-0.011292
Baseline,2,10,Specification-Baseline__Cost-2__Fee-American,Specification-Baseline__Cost-2__Fee-British,-2.6650000000000001E-15,-1.7760000000000001E-15,0.0000000000000009,4,3,-1,0.71569000000000005,0.71569000000000005,0,0.256193,0.281335,0.025142,0.40551599999999999,0.47399000000000002,0.068474,0.050000000000000003,0.050000000000000003,0,0.118738,0.097638000000000003,-0.0211,0.499996,0.50893600000000006,0.0089400000000001,10.275399999999999,10.2721,-0.0032999999999994,9.3617799999999995,9.3702100000000002,0.0084300000000006,19.6372,19.642299999999999,0.0050999999999988,0.36280800000000002,0.35769000000000001,-0.005118,10.275399999999999,10.2721,-0.0032999999999994,9.3617799999999995,9.3702100000000002,0.0084300000000006,0,0,0,0.36280800000000002,0.35769000000000001,-0.005118,0,0,0,0,0,0,0,0,0,0,0,0,0.36280800000000002,0.35769000000000001,-0.005118,0.23644699999999999,0.244639,0.008192,0.27476499999999998,0.270625,-0.00414,0.050000000000000003,0.050000000000000003,0,0.28431000000000001,0.28431000000000001,0,0.45949699999999999,0.43435499999999999,-0.025142,0.13745499999999999,0.13212299999999999,-0.005332,0,0.02717626,0.02717626,0,0.02439846,0.02439846,0,0.0034097200000000002,0.00340972,0.059369499999999999,0.047946299999999997,-0.0114232,0.059368600000000001,0.049691300000000001,-0.0096773,0,0,0,0.256193,0.281335,0.025142,0.137455,0.132123,-0.005332,0.536529101107368,0.469628734426929,-0.066900366680439,0.36280800000000002,0.35769000000000001,-0.005118,0.52573835,0.51505091,-0.01068744,-0,0.001047,0.001047,0.52573835,0.51609791,-0.00964044,0.549536,0.541258,-0.008278,0.430029,0.407802,-0.022227,0.0428593,0.0814723,0.038613,0.511212,0.515264,0.0040520000000001
