Costs Multiplier,Fee Regime,Number of Offers,Baseline Specification,Comparison Specification,Baseline OptionSetName,Comparison OptionSetName,Baseline Exploitability,Comparison Exploitability,Difference (Comparison - Baseline) Exploitability,Baseline Calculation Time,Comparison Calculation Time,Difference (Comparison - Baseline) Calculation Time,Baseline P Files,Comparison P Files,Difference (Comparison - Baseline) P Files,Baseline D Answers,Comparison D Answers,Difference (Comparison - Baseline) D Answers,Baseline P Offer,Comparison P Offer,Difference (Comparison - Baseline) P Offer,Baseline D Offer,Comparison D Offer,Difference (Comparison - Baseline) D Offer,Baseline Trial,Comparison Trial,Difference (Comparison - Baseline) Trial,Baseline P Win Probability,Comparison P Win Probability,Difference (Comparison - Baseline) P Win Probability,Baseline P Wealth,Comparison P Wealth,Difference (Comparison - Baseline) P Wealth,Baseline D Wealth,Comparison D Wealth,Difference (Comparison - Baseline) D Wealth,Baseline Total Wealth,Comparison Total Wealth,Difference (Comparison - Baseline) Total Wealth,Baseline Wealth Loss,Comparison Wealth Loss,Difference (Comparison - Baseline) Wealth Loss,Baseline P Welfare,Comparison P Welfare,Difference (Comparison - Baseline) P Welfare,Baseline D Welfare,Comparison D Welfare,Difference (Comparison - Baseline) D Welfare,Baseline Pre-Dispute Social Welfare Loss,Comparison Pre-Dispute Social Welfare Loss,Difference (Comparison - Baseline) Pre-Dispute Social Welfare Loss,Baseline Social Welfare Loss,Comparison Social Welfare Loss,Difference (Comparison - Baseline) Social Welfare Loss,Baseline Opportunity Cost,Comparison Opportunity Cost,Difference (Comparison - Baseline) Opportunity Cost,Baseline Harm Cost,Comparison Harm Cost,Difference (Comparison - Baseline) Harm Cost,Baseline Truly Liable Harm Cost,Comparison Truly Liable Harm Cost,Difference (Comparison - Baseline) Truly Liable Harm Cost,Baseline Truly Not Liable Harm Cost,Comparison Truly Not Liable Harm Cost,Difference (Comparison - Baseline) Truly Not Liable Harm Cost,Baseline Expenditures,Comparison Expenditures,Difference (Comparison - Baseline) Expenditures,Baseline Defendant Excess Net Monetary Burden,Comparison Defendant Excess Net Monetary Burden,Difference (Comparison - Baseline) Defendant Excess Net Monetary Burden,Baseline Plaintiff Net Recovery Shortfall,Comparison Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Plaintiff Net Recovery Shortfall,Baseline Value If Settled,Comparison Value If Settled,Difference (Comparison - Baseline) Value If Settled,Baseline No Suit,Comparison No Suit,Difference (Comparison - Baseline) No Suit,Baseline No Answer,Comparison No Answer,Difference (Comparison - Baseline) No Answer,Baseline Settles,Comparison Settles,Difference (Comparison - Baseline) Settles,Baseline P Abandons,Comparison P Abandons,Difference (Comparison - Baseline) P Abandons,Baseline D Defaults,Comparison D Defaults,Difference (Comparison - Baseline) D Defaults,Baseline Mutual Give-Up Probability Before 50/50 Allocation,Comparison Mutual Give-Up Probability Before 50/50 Allocation,Difference (Comparison - Baseline) Mutual Give-Up Probability Before 50/50 Allocation,Baseline P Loses,Comparison P Loses,Difference (Comparison - Baseline) P Loses,Baseline P Wins,Comparison P Wins,Difference (Comparison - Baseline) P Wins,Baseline Appropriation,Comparison Appropriation,Difference (Comparison - Baseline) Appropriation,Baseline Reaches Bargaining,Comparison Reaches Bargaining,Difference (Comparison - Baseline) Reaches Bargaining,Baseline Settlement Unconditional,Comparison Settlement Unconditional,Difference (Comparison - Baseline) Settlement Unconditional,Baseline Settlement Conditional on Reaching Bargaining,Comparison Settlement Conditional on Reaching Bargaining,Difference (Comparison - Baseline) Settlement Conditional on Reaching Bargaining,Baseline Real Litigation Costs,Comparison Real Litigation Costs,Difference (Comparison - Baseline) Real Litigation Costs,Baseline Liability Transfer to Plaintiff,Comparison Liability Transfer to Plaintiff,Difference (Comparison - Baseline) Liability Transfer to Plaintiff,Baseline Fee-Shifting Transfer to Plaintiff,Comparison Fee-Shifting Transfer to Plaintiff,Difference (Comparison - Baseline) Fee-Shifting Transfer to Plaintiff,Baseline Total Net Transfer to Plaintiff,Comparison Total Net Transfer to Plaintiff,Difference (Comparison - Baseline) Total Net Transfer to Plaintiff,Baseline Meritorious-Plaintiff Net Recovery Shortfall,Comparison Meritorious-Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Meritorious-Plaintiff Net Recovery Shortfall,Baseline Nonliable-Defendant Net Burden,Comparison Nonliable-Defendant Net Burden,Difference (Comparison - Baseline) Nonliable-Defendant Net Burden,Baseline Liable-Defendant Excess Net Burden Above Damages,Comparison Liable-Defendant Excess Net Burden Above Damages,Difference (Comparison - Baseline) Liable-Defendant Excess Net Burden Above Damages,Baseline Net Outcome Fidelity Loss,Comparison Net Outcome Fidelity Loss,Difference (Comparison - Baseline) Net Outcome Fidelity Loss
0.5,American,10,Baseline,Mandatory filing and answering,Specification-Baseline__Cost-0.5__Fee-American,Specification-MandatoryFilingAndAnswering__Cost-0.5__Fee-American,-1.7760000000000001E-15,0,0.0000000000000018,265,120,-145,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.87759500000000001,0.0206040000000001,0.14300599999999999,0.122403,-0.020603,0.64523799999999998,0.83921100000000004,0.193973,0.49999399999999999,0.49999199999999999,-0.000002,10.389200000000001,10.3621,-0.0271000000000008,9.4039699999999993,9.3620699999999992,-0.0419,19.793199999999999,19.7241,-0.0690999999999988,0.206819,0.27588200000000002,0.069063,10.389200000000001,10.3621,-0.0271000000000008,9.4039699999999993,9.3620699999999992,-0.0419,0,0,0,0.206819,0.27588200000000002,0.069063,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.27588200000000002,0.069063,0.22117200000000001,0.26095400000000002,0.039782,0.20072300000000001,0.21607899999999999,0.015356,,0.49999300000000002,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.16078899999999999,0.160789,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.41961199999999999,0.096989,0.32261499999999999,0.419599,0.096984,0,0,0,0.645238,1,0.354762,0,0.160789,0.160789,0,0.160789,0.160789,0.206819,0.27588200000000002,0.069063,0.499247,0.499992374477,0.000745374477,-0,-0,0,0.499247,0.499992374477,0.000745374477,0.401452,0.432163,0.030711,0.378228,0.432154,0.053926,0.0641123,0.0897506,0.0256383,0.421895,0.477033,0.055138
0.5,American,10,Baseline,Mandatory filing and answering; no later exit,Specification-Baseline__Cost-0.5__Fee-American,Specification-MandatoryFilingAnsweringNoExit__Cost-0.5__Fee-American,-1.7760000000000001E-15,-1.7760000000000001E-15,0,265,307,42,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.87759500000000001,0.0206040000000001,0.14300599999999999,0.122403,-0.020603,0.64523799999999998,0.83921100000000004,0.193973,0.49999399999999999,0.49999199999999999,-0.000002,10.389200000000001,10.3621,-0.0271000000000008,9.4039699999999993,9.3620699999999992,-0.0419,19.793199999999999,19.7241,-0.0690999999999988,0.206819,0.27588200000000002,0.069063,10.389200000000001,10.3621,-0.0271000000000008,9.4039699999999993,9.3620699999999992,-0.0419,0,0,0,0.206819,0.27588200000000002,0.069063,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.27588200000000002,0.069063,0.22117200000000001,0.26095400000000002,0.039782,0.20072300000000001,0.21607899999999999,0.015356,,0.49999300000000002,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.16078899999999999,0.160789,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.41961199999999999,0.096989,0.32261499999999999,0.419599,0.096984,0,0,0,0.645238,1,0.354762,0,0.160789,0.160789,0,0.160789,0.160789,0.206819,0.27588200000000002,0.069063,0.499247,0.499992374477,0.000745374477,-0,-0,0,0.499247,0.499992374477,0.000745374477,0.401452,0.432163,0.030711,0.378228,0.432154,0.053926,0.0641123,0.0897506,0.0256383,0.421895,0.477033,0.055138
0.5,American,10,Baseline,Moderate symmetric risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-ModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,0,0.0000000000000018,265,590,325,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.52543099999999998,-0.33156,0.14300599999999999,0.46428599999999998,0.32128,0.64523799999999998,0.21979499999999999,-0.425443,0.49999399999999999,0.55049499999999996,0.050501,10.389200000000001,10.419700000000001,0.0305,9.4039699999999993,9.3973099999999992,-0.0066600000000001,19.793199999999999,19.817,0.0238000000000014,0.206819,0.18296899999999999,-0.02385,10.389200000000001,1000.08,989.6908,9.4039699999999993,999.36500000000001,989.96103,0,0,0,0.206819,0.18296899999999999,-0.02385,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.18296899999999999,-0.02385,0.22117200000000001,0.23754800000000001,0.016376,0.20072300000000001,0.20832700000000001,0.007604,,0.44723800000000002,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.70553500000000002,0.705535,0,0,0,0,0.0746696,0.0746696,0,0,0,0.32262299999999999,0.098799100000000001,-0.2238239,0.32261499999999999,0.12099600000000001,-0.201619,0,0,0,0.645238,1,0.354762,0,0.705535,0.705535,0,0.705535,0.705535,0.206819,0.18296899999999999,-0.02385,0.499247,0.51120766233,0.01196066233,-0,0,0,0.499247,0.51120766233,0.01196066233,0.401452,0.416659,0.015207,0.378228,0.436512,0.058284,0.0641123,0.0385788,-0.0255335,0.421895,0.445875,0.02398
0.5,American,10,Baseline,Polarized continuous merits,Specification-Baseline__Cost-0.5__Fee-American,Specification-PolarizedContinuousMerits__Cost-0.5__Fee-American,-1.7760000000000001E-15,8.8820000000000011E-16,0.0000000000000027,265,342,77,0.82186999999999999,0.77736000000000005,-0.0445099999999999,0.64523799999999998,0.45335799999999998,-0.19188,0.85699099999999995,0.84228800000000004,-0.0147029999999999,0.14300599999999999,0.053464600000000001,-0.0895414,0.64523799999999998,0.45335799999999998,-0.19188,0.49999399999999999,0.41726999999999997,-0.082724,10.389200000000001,10.4209,0.031699999999999,9.4039699999999993,9.4188200000000002,0.0148500000000009,19.793199999999999,19.839700000000001,0.0465000000000018,0.206819,0.16030700000000001,-0.046512,10.389200000000001,10.4209,0.031699999999999,9.4039699999999993,9.4188200000000002,0.0148500000000009,0,0,0,0.206819,0.16030700000000001,-0.046512,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.16030700000000001,-0.046512,0.22117200000000001,0.165932,-0.05524,0.20072300000000001,0.14530599999999999,-0.055417,,,,0.17813000000000001,0.22264,0.04451,0.17663200000000001,0.32400200000000001,0.14737,0,0,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.264185,-0.058438,0.32261499999999999,0.18917200000000001,-0.133443,0,0,0,0.645238,0.453358,-0.19188,0,0,0,0,0,0,0.206819,0.16030700000000001,-0.046512,0.499247,0.513174,0.013927,-0,-0,0,0.499247,0.513174,0.013927,0.401452,0.290613,-0.110839,0.378228,0.294034,-0.084194,0.0641123,0.0378305,-0.0262818,0.421895,0.311238,-0.110657
0.5,American,10,Baseline,Truth-conditioned latent merits,Specification-Baseline__Cost-0.5__Fee-American,Specification-TruthConditionedLatentMerits__Cost-0.5__Fee-American,-1.7760000000000001E-15,1.7760000000000001E-15,0.0000000000000036,265,352,87,0.82186999999999999,0.81171000000000004,-0.0101599999999999,0.64523799999999998,0.62476500000000001,-0.020473,0.85699099999999995,0.85698600000000003,-0.0000049999999999,0.14300599999999999,0.143012,0.000006,0.64523799999999998,0.62476500000000001,-0.020473,0.49999399999999999,0.49999300000000002,-0.000001,10.389200000000001,10.3916,0.0023999999999997,9.4039699999999993,9.4069599999999998,0.0029900000000005,19.793199999999999,19.798500000000001,0.0053000000000019,0.206819,0.20144999999999999,-0.005369,10.389200000000001,10.3916,0.0023999999999997,9.4039699999999993,9.4069599999999998,0.0029900000000005,0,0,0,0.206819,0.20144999999999999,-0.005369,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.20144999999999999,-0.005369,0.22117200000000001,0.18180199999999999,-0.03937,0.20072300000000001,0.16059100000000001,-0.040132,,,,0.17813000000000001,0.18829000000000001,0.01016,0.17663200000000001,0.186945,0.010313,0,0,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.31238700000000003,-0.010236,0.32261499999999999,0.31237799999999999,-0.010237,0,0,0,0.645238,0.624765,-0.020473,0,0,0,0,0,0,0.206819,0.20144999999999999,-0.005369,0.499247,0.499323,0.000076,-0,-0,0,0.499247,0.499323,0.000076,0.401452,0.321189,-0.080263,0.378228,0.294538,-0.08369,0.0641123,0.0690618,0.0049495,0.421895,0.342393,-0.079502
0.5,British,10,Baseline,All litigation costs avoidable at bargaining,Specification-Baseline__Cost-0.5__Fee-British,Specification-AllCostsAvoidable__Cost-0.5__Fee-British,-1.7760000000000001E-15,-8.8820000000000011E-16,0.0000000000000009,355,449,94,0.91954999999999998,1,0.08045,0.636467,1,0.363533,0.65636099999999997,0.69412099999999999,0.03776,0.050000000000000003,0.30586799999999997,0.255868,0.44122499999999998,0.44122499999999998,0,0.49999500000000002,0.49999500000000002,0,10.4114,10.4338,0.0223999999999993,9.4057200000000005,9.4338300000000004,0.0281099999999999,19.8171,19.867599999999999,0.0504999999999995,0.18288499999999999,0.13236700000000001,-0.050518,10.4114,10.4338,0.0223999999999993,9.4057200000000005,9.4338300000000004,0.0281099999999999,0,0,0,0.18288499999999999,0.13236700000000001,-0.050518,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.13236700000000001,-0.050518,0.22511400000000001,0.21257599999999999,-0.012538,0.17805499999999999,0.17032600000000001,-0.007729,0.050000000000000003,0.49998999999999999,0.44999,0.080449999999999994,0,-0.08045,0.28308299999999997,0,-0.283083,0.195243,0.55877500000000002,0.363532,0,0,0,0,0,0,0,0,0,0.22061500000000001,0.22061500000000001,0,0.22061,0.22061,0,0,0,0,0.636467,1,0.363533,0.195243,0.558775,0.363532,0.306760601885094,0.558775,0.252014398114906,0.18288499999999999,0.13236700000000001,-0.050518,0.51345515,0.49999191225,-0.01346323775,-0.00000075,-0.00000075,0,0.5134544,0.49999116225,-0.01346323775,0.356114,0.340656,-0.015458,0.36572,0.340644,-0.025076,0.0845049,0.0845049,0,0.403169,0.382902,-0.020267
0.5,British,10,Baseline,All litigation costs sunk before bargaining,Specification-Baseline__Cost-0.5__Fee-British,Specification-AllCostsSunk__Cost-0.5__Fee-British,-1.7760000000000001E-15,-6.2170000000000006E-15,-0.0000000000000044,355,257,-98,0.91954999999999998,0.71569000000000005,-0.20386,0.636467,0.44122499999999998,-0.195242,0.65636099999999997,0.86871299999999996,0.212352,0.050000000000000003,0.13128500000000001,0.081285,0.44122499999999998,0.44122499999999998,0,0.49999500000000002,0.49999500000000002,0,10.4114,10.387700000000001,-0.0236999999999998,9.4057200000000005,9.4387399999999992,0.0330199999999987,19.8171,19.826499999999999,0.0093999999999994,0.18288499999999999,0.173537,-0.009348,10.4114,10.387700000000001,-0.0236999999999998,9.4057200000000005,9.4387399999999992,0.0330199999999987,0,0,0,0.18288499999999999,0.173537,-0.009348,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.173537,-0.009348,0.22511400000000001,0.20199900000000001,-0.023115,0.17805499999999999,0.19742799999999999,0.019373,0.050000000000000003,,,0.080449999999999994,0.28431000000000001,0.20386,0.28308299999999997,0.27446500000000001,-0.008618,0.195243,0,-0.195243,0,0,0,0,0,0,0,0,0,0.22061500000000001,0.22061500000000001,0,0.22061,0.22061,0,0,0,0,0.636467,0.441225,-0.195242,0.195243,0,-0.195243,0.306760601885094,0,-0.306760601885094,0.18288499999999999,0.173537,-0.009348,0.51345515,0.495075,-0.01838015,-0.00000075,-0.00000075,0,0.5134544,0.49507425,-0.01838015,0.356114,0.394861,0.038747,0.36572,0.319489,-0.046231,0.0845049,0.0845049,0,0.403169,0.399427,-0.003742
0.5,British,10,Baseline,Center-weighted continuous merits,Specification-Baseline__Cost-0.5__Fee-British,Specification-CenterWeightedContinuousMerits__Cost-0.5__Fee-British,-1.7760000000000001E-15,0,0.0000000000000018,355,298,-57,0.91954999999999998,0.86168999999999996,-0.05786,0.636467,0.725387,0.08892,0.65636099999999997,0.85707,0.200709,0.050000000000000003,0.10441400000000001,0.054414,0.44122499999999998,0.725387,0.284162,0.49999500000000002,0.49999500000000002,0,10.4114,10.380000000000001,-0.0313999999999997,9.4057200000000005,9.3922000000000008,-0.0135199999999998,19.8171,19.772200000000002,-0.0448999999999984,0.18288499999999999,0.22783900000000001,0.044954,10.4114,10.380000000000001,-0.0313999999999997,9.4057200000000005,9.3922000000000008,-0.0135199999999998,0,0,0,0.18288499999999999,0.22783900000000001,0.044954,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.22783900000000001,0.044954,0.22511400000000001,0.28405900000000001,0.058945,0.17805499999999999,0.22600400000000001,0.047949,0.050000000000000003,,,0.080449999999999994,0.13830999999999999,0.05786,0.28308299999999997,0.13630300000000001,-0.14678,0.195243,0,-0.195243,0,0,0,0,0,0,0,0,0,0.22061500000000001,0.36269800000000002,0.142083,0.22061,0.36269000000000001,0.14208,0,0,0,0.636467,0.725387,0.08892,0.195243,0,-0.195243,0.306760601885094,0,-0.306760601885094,0.18288499999999999,0.22783900000000001,0.044954,0.51345515,0.498993,-0.01446215,-0.00000075,-0.0000012,-0.00000045,0.5134544,0.4989918,-0.0144626,0.356114,0.452011,0.095897,0.36572,0.434771,0.069051,0.0845049,0.133345,0.0488401,0.403169,0.510063,0.106894
0.5,British,10,Baseline,Direct binary-state signals,Specification-Baseline__Cost-0.5__Fee-British,Specification-DirectBinaryStateSignals__Cost-0.5__Fee-British,-1.7760000000000001E-15,1.7760000000000001E-15,0.0000000000000036,355,525,170,0.91954999999999998,0.96897500000000003,0.0494250000000001,0.636467,0.85341900000000004,0.216952,0.65636099999999997,0.64495000000000002,-0.0114109999999999,0.050000000000000003,0.22098499999999999,0.170985,0.44122499999999998,0.37248300000000001,-0.068742,0.49999500000000002,0.50000100000000003,0.000006,10.4114,10.4056,-0.0058000000000007,9.4057200000000005,9.4018599999999992,-0.0038600000000013,19.8171,19.807400000000001,-0.0096999999999987,0.18288499999999999,0.192552,0.009667,10.4114,10.4056,-0.0058000000000007,9.4057200000000005,9.4018599999999992,-0.0038600000000013,0,0,0,0.18288499999999999,0.192552,0.009667,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.192552,0.009667,0.22511400000000001,0.128557,-0.096557,0.17805499999999999,0.067938999999999999,-0.110116,0.050000000000000003,0.36958800000000003,0.319588,0.080449999999999994,0.031025299999999999,-0.0494247,0.28308299999999997,0.11555600000000001,-0.167527,0.195243,0.43866500000000003,0.243422,0,0,0,0,0.0422707,0.0422707,0,0,0,0.22061500000000001,0.18624099999999999,-0.034374,0.22061,0.18624199999999999,-0.034368,0,0,0,0.636467,0.853419,0.216952,0.195243,0.438665,0.243422,0.306760601885094,0.514008945195736,0.207248343310642,0.18288499999999999,0.192552,0.009667,0.51345515,0.50619402002,-0.00726112998,-0.00000075,0.00000015,0.0000009,0.5134544,0.50619417002,-0.00726022998,0.356114,0.135879,-0.220235,0.36572,0.143439,-0.222281,0.0845049,0.113674,0.0291691,0.403169,0.196496,-0.206673
0.5,British,10,Baseline,High noise,Specification-Baseline__Cost-0.5__Fee-British,Specification-HighNoise__Cost-0.5__Fee-British,-1.7760000000000001E-15,-8.8820000000000011E-16,0.0000000000000009,355,131,-224,0.91954999999999998,1,0.08045,0.636467,1,0.363533,0.65636099999999997,0.83263200000000004,0.176271,0.050000000000000003,0.16736699999999999,0.117367,0.44122499999999998,1,0.558775,0.49999500000000002,0.49999700000000002,0.000002,10.4114,10.35,-0.0614000000000008,9.4057200000000005,9.3499999999999996,-0.0557200000000009,19.8171,19.699999999999999,-0.117100000000001,0.18288499999999999,0.29999999999999999,0.117115,10.4114,10.35,-0.0614000000000008,9.4057200000000005,9.3499999999999996,-0.0557200000000009,0,0,0,0.18288499999999999,0.29999999999999999,0.117115,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.29999999999999999,0.117115,0.22511400000000001,0.34748899999999999,0.122375,0.17805499999999999,0.25673400000000002,0.078679,0.050000000000000003,,,0.080449999999999994,0,-0.08045,0.28308299999999997,0,-0.283083,0.195243,0,-0.195243,0,0,0,0,0,0,0,0,0,0.22061500000000001,0.50000299999999998,0.279388,0.22061,0.49999700000000002,0.279387,0,0,0,0.636467,1,0.363533,0.195243,0,-0.195243,0.306760601885094,0,-0.306760601885094,0.18288499999999999,0.29999999999999999,0.117115,0.51345515,0.499997,-0.0134581499999999,-0.00000075,-0.0000009,-0.00000015,0.5134544,0.4999961,-0.0134583,0.356114,0.513473,0.157359,0.36572,0.513468,0.147748,0.0845049,0.181506,0.0970011,0.403169,0.604223,0.201054
0.5,British,10,Baseline,Low noise,Specification-Baseline__Cost-0.5__Fee-British,Specification-LowNoise__Cost-0.5__Fee-British,-1.7760000000000001E-15,8.8820000000000011E-16,0.0000000000000027,355,360,5,0.91954999999999998,0.70091999999999999,-0.21863,0.636467,0.301873,-0.334594,0.65636099999999997,0.61102699999999999,-0.045334,0.050000000000000003,0.050000000000000003,0,0.44122499999999998,0.20522699999999999,-0.235998,0.49999500000000002,0.50000199999999995,0.0000069999999999,10.4114,10.438499999999999,0.027099999999999,9.4057200000000005,9.45547,0.0497499999999995,19.8171,19.893999999999998,0.0768999999999984,0.18288499999999999,0.105994,-0.076891,10.4114,10.438499999999999,0.027099999999999,9.4057200000000005,9.45547,0.0497499999999995,0,0,0,0.18288499999999999,0.105994,-0.076891,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.105994,-0.076891,0.22511400000000001,0.16742599999999999,-0.057688,0.17805499999999999,0.16470199999999999,-0.013353,0.050000000000000003,0.050000000000000003,0,0.080449999999999994,0.29908000000000001,0.21863,0.28308299999999997,0.39904699999999999,0.115964,0.195243,0.096646499999999996,-0.0985965,0,0,0,0,0,0,0,0,0,0.22061500000000001,0.102613,-0.118002,0.22061,0.102614,-0.117996,0,0,0,0.636467,0.301873,-0.334594,0.195243,0.0966465,-0.0985965,0.306760601885094,0.320156158384486,0.013395556499392,0.18288499999999999,0.105994,-0.076891,0.51345515,0.506493325,-0.006961825,-0.00000075,0.00000015,0.0000009,0.5134544,0.506493475,-0.006960925,0.356114,0.329399,-0.026715,0.36572,0.299796,-0.065924,0.0845049,0.0350601,-0.0494448,0.403169,0.332128,-0.071041
0.5,British,10,Baseline,Low noise plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-British,Specification-LowNoiseModerateRiskAversion__Cost-0.5__Fee-British,-1.7760000000000001E-15,-5.6840000000000001E-14,-0.0000000000000551,355,1805,1450,0.91954999999999998,0.70091999999999999,-0.21863,0.636467,0.401922,-0.234545,0.65636099999999997,0.58765599999999996,-0.068705,0.050000000000000003,0.37134200000000001,0.321342,0.44122499999999998,0.056432000000000003,-0.384793,0.49999500000000002,0.50000199999999995,0.0000069999999999,10.4114,10.4411,0.0297000000000001,9.4057200000000005,9.46767,0.0619499999999995,19.8171,19.908799999999999,0.0916999999999994,0.18288499999999999,0.091177999999999995,-0.091707,10.4114,1000.0700000000001,989.6586,9.4057200000000005,999.35400000000004,989.94828,0,0,0,0.18288499999999999,0.091177999999999995,-0.091707,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.091177999999999995,-0.091707,0.22511400000000001,0.153945,-0.071169,0.17805499999999999,0.16608999999999999,-0.011965,0.050000000000000003,0.46488000000000002,0.41488,0.080449999999999994,0.29908000000000001,0.21863,0.28308299999999997,0.29899799999999999,0.015915,0.195243,0.258907,0.063664,0,0.03620769,0.03620769,0,0.05037509,0.05037509,0,0.0054897799999999997,0.00548978,0.22061500000000001,0.028216100000000001,-0.1923989,0.22061,0.0282163,-0.1923937,0,0,0,0.636467,0.401922,-0.234545,0.195243,0.258907,0.063664,0.306760601885094,0.644172252327566,0.337411650442472,0.18288499999999999,0.091177999999999995,-0.091707,0.51345515,0.49795007616,-0.01550507384,-0.00000075,0.00000003,0.00000078,0.5134544,0.49795010616,-0.01550429384,0.356114,0.332174,-0.02394,0.36572,0.290689,-0.075031,0.0845049,0.0172048,-0.0673001,0.403169,0.320035,-0.083134
0.5,British,10,Baseline,Mandatory filing and answering,Specification-Baseline__Cost-0.5__Fee-British,Specification-MandatoryFilingAndAnswering__Cost-0.5__Fee-British,-1.7760000000000001E-15,-8.8820000000000011E-16,0.0000000000000009,355,164,-191,0.91954999999999998,1,0.08045,0.636467,1,0.363533,0.65636099999999997,0.69412099999999999,0.03776,0.050000000000000003,0.30586799999999997,0.255868,0.44122499999999998,0.44122499999999998,0,0.49999500000000002,0.49999500000000002,0,10.4114,10.3919,-0.0195000000000007,9.4057200000000005,9.3919200000000007,-0.0137999999999998,19.8171,19.783799999999999,-0.0333000000000006,0.18288499999999999,0.21618399999999999,0.033299,10.4114,10.3919,-0.0195000000000007,9.4057200000000005,9.3919200000000007,-0.0137999999999998,0,0,0,0.18288499999999999,0.21618399999999999,0.033299,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.21618399999999999,0.033299,0.22511400000000001,0.23899100000000001,0.013877,0.17805499999999999,0.191279,0.013224,0.050000000000000003,0.49998999999999999,0.44999,0.080449999999999994,0,-0.08045,0.28308299999999997,0,-0.283083,0.195243,0.55877500000000002,0.363532,0,0,0,0,0,0,0,0,0,0.22061500000000001,0.22061500000000001,0,0.22061,0.22061,0,0,0,0,0.636467,1,0.363533,0.195243,0.558775,0.363532,0.306760601885094,0.558775,0.252014398114906,0.18288499999999999,0.21618399999999999,0.033299,0.51345515,0.49999191225,-0.01346323775,-0.00000075,-0.00000075,0,0.5134544,0.49999116225,-0.01346323775,0.356114,0.382564,0.02645,0.36572,0.382552,0.016832,0.0845049,0.0954261,0.0109212,0.403169,0.43027,0.027101
0.5,British,10,Baseline,Mandatory filing and answering; no later exit,Specification-Baseline__Cost-0.5__Fee-British,Specification-MandatoryFilingAnsweringNoExit__Cost-0.5__Fee-British,-1.7760000000000001E-15,-1.7760000000000001E-15,0,355,31,-324,0.91954999999999998,1,0.08045,0.636467,1,0.363533,0.65636099999999997,0.69412099999999999,0.03776,0.050000000000000003,0.30586799999999997,0.255868,0.44122499999999998,0.44122499999999998,0,0.49999500000000002,0.49999500000000002,0,10.4114,10.3919,-0.0195000000000007,9.4057200000000005,9.3919200000000007,-0.0137999999999998,19.8171,19.783799999999999,-0.0333000000000006,0.18288499999999999,0.21618399999999999,0.033299,10.4114,10.3919,-0.0195000000000007,9.4057200000000005,9.3919200000000007,-0.0137999999999998,0,0,0,0.18288499999999999,0.21618399999999999,0.033299,0,0,0,0,0,0,0,0,0,0,0,0,0.18288499999999999,0.21618399999999999,0.033299,0.22511400000000001,0.23899100000000001,0.013877,0.17805499999999999,0.191279,0.013224,0.050000000000000003,0.49998999999999999,0.44999,0.080449999999999994,0,-0.08045,0.28308299999999997,0,-0.283083,0.195243,0.55877500000000002,0.363532,0,0,0,0,0,0,0,0,0,0.22061500000000001,0.22061500000000001,0,0.22061,0.22061,0,0,0,0,0.636467,1,0.363533,0.195243,0.558775,0.363532,0.306760601885094,0.558775,0.252014398114906,0.18288499999999999,0.21618399999999999,0.033299,0.51345515,0.49999191225,-0.01346323775,-0.00000075,-0.00000075,0,0.5134544,0.49999116225,-0.01346323775,0.356114,0.382564,0.02645,0.36572,0.382552,0.016832,0.0845049,0.0954261,0.0109212,0.403169,0.43027,0.027101
