"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DWins",0.0335,0,0.0335208,0.428696,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,9.775,9.925,999.894,999.97,0.3,0.0470027,0.457289,0.504292,0.0035252,0.560179,0,0,0,,0,0,0,0.373297,0,1.68159,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Abandoned",0.0472,0,0.0471893,0.526591,1,1,1,1,0.95,0.05,,,0,,,,,0.319862,0.628531,0,,10.5793,9.27067,1000.09,999.064,0.15,0.291898,0.158484,0.450383,0.264533,0.138224,0,0,0,,0.345665,0.654335,0.0516074,0.546146,0,0.739981,1,1,0,0,0,0.319862,0.628531,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Rounds1",0.2776,0,0.277641,0.453529,1,1,1,1,0.534297,0.22686,,,0.621064,,,,,0.0543654,0.106829,0.217742,0.445517,10.3018,9.5155,1000.04,999.413,0.182661,0.220628,0.22049,0.441118,0.171696,0.212275,0,0,0.621064,0.307714,0.0543654,0.106829,0,0.425937,0,0.721392,1,1,0,0,0.621064,0.0543654,0.106829,0.120735,0.0970079
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable",0.5,0,0.500001,0.722394,0.948948,0.23895,1,1,0.682993,0.313233,,,0.13118,,,,,0.00987402,0.039235,0.056225,0.554891,10.7719,9.13061,1000.13,998.95,0.0975261,0.0115609,0.228136,0.239697,0.00184467,0.174332,0,0,0.13118,0.496563,0.0110917,0.0404527,0.00243531,1,0,-2.9424E-05,0.948948,0.23895,0.0510521,0.709998,0.13118,0.00987402,0.039235,0.0250264,0.0311989
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable",0.5,0,0.499999,0.277606,0.410731,0.321203,1,1,0.429981,0.159923,,,0.213685,,,,,0.0203141,0.0200848,0.064683,0.350444,10.1374,9.79803,1000.02,999.767,0.0645975,0.201969,0,0.201969,0.184444,0,0,0,0.213685,0.191781,0.0215318,0.0213025,0.00243532,0,0,-6.13494E-06,0.410731,0.321203,0.589269,0.089528,0.213685,0.0203141,0.0200848,0.0420153,0.0226678
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","AllCount",2808,0,2808,0.500001,1908.99,786.454,2808,2808,0.537911,0.225322,,,484.191,,,,,42.3841,83.2851,169.755,418.786,10.4546,9.46432,1000.07,999.359,0.0810618,0.106765,0.114068,0.220833,0.093144,0.0871662,0,0,484.191,0.307714,45.8033,86.7043,6.83837,1404,0,-1.77795E-05,1908.99,786.454,899.009,1122.54,484.191,42.3841,83.2851,94.1265,75.6288
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength1",0.1159,0,0.11587,0.05,0.0089804,0.00898044,1,1,0.0667359,0.0500022,,,0.00881345,,,,,8.95346E-05,1.87694E-10,7.746E-5,4.91828E-6,9.99976,9.99889,1000,1000,0.00135869,0.001086,0.0253714,0.0264574,0.000135141,0.0253779,0,0,0.00881345,0.0500012,8.95347E-05,2.96184E-10,2.16979E-10,0.0253652,0,6.57432E-06,0.00898044,0.00898044,0.99102,2.13759E-10,0.00881345,8.95346E-05,1.87694E-10,7.74597E-5,3.81E-10
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength2",0.1102,0,0.110235,0.15,0.071591,0.0715907,1,1,0.0924968,0.050112,,,0.0682107,,,,,0.00172928,2.00915E-07,0.00165,0.00024933,9.9978,9.99121,999.999,999.996,0.0109862,0.0082991,0.0554346,0.0637337,0.00102887,0.055564,0,0,0.0682107,0.0500616,0.00172938,3.06188E-07,2.10547E-07,0.0553128,0,7.28645E-06,0.071591,0.0715907,0.928409,2.25683E-07,0.0682107,0.00172928,2.00915E-07,0.0016499,4.1147E-7
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength3",0.1002,0,0.100215,0.25,0.31047,0.310407,1,1,0.154524,0.0527603,,,0.274468,,,,,0.0163653,5.83682E-05,0.019467,0.00624848,9.98828,9.96223,999.995,999.984,0.0494858,0.0333761,0.117759,0.151135,0.00460468,0.119322,0,0,0.274468,0.0517421,0.0163899,8.2902E-05,4.90677E-05,0.116395,0,1.63729E-06,0.31047,0.310407,0.68953,6.29648E-05,0.274468,0.0163653,5.83682E-05,0.0193451,0.0001216
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength4",0.09,0,0.0900079,0.35,0.69163,0.687895,1,1,0.290763,0.0784116,,,0.509683,,,,,0.0609377,0.00359496,0.111719,0.0668228,9.98614,9.89364,999.987,999.93,0.120222,0.0825392,0.231775,0.314314,0.0310616,0.241059,0,0,0.509683,0.0743019,0.0619181,0.00457535,0.00196078,0.228605,0,-7.26457E-06,0.69163,0.687895,0.30837,0.00373426,0.509683,0.0609377,0.00359496,0.104254,0.0074654
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength5",0.0837,0,0.0836708,0.45,0.933198,0.878536,1,1,0.5281,0.174484,,,0.476388,,,,,0.0715098,0.0469812,0.271272,0.308539,10.201,9.62247,1000.02,999.563,0.176571,0.236284,0.31963,0.555914,0.203065,0.332747,0,0,0.476388,0.225759,0.0777021,0.0531735,0.0123846,0.400016,0,-2.48715E-05,0.933198,0.878536,0.0668021,0.054662,0.476388,0.0715098,0.0469812,0.187574,0.0836978
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength6",0.0837,0,0.0836713,0.55,0.993787,0.719811,1,1,0.783223,0.330908,,,0.31642,,,,,0.0201428,0.141202,0.229662,0.691461,10.6943,9.14273,1000.11,998.895,0.162969,0.373735,0.183418,0.557153,0.361666,0.155556,0,0,0.31642,0.629816,0.0263351,0.147394,0.0123846,0.599984,0,-3.05849E-05,0.993787,0.719811,0.0062126,0.273976,0.31642,0.0201428,0.141202,0.0708595,0.158802
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength7",0.09,0,0.0900089,0.65,0.999764,0.360566,1,1,0.916728,0.484344,,,0.180908,,,,,0.00109386,0.113364,0.06324,0.933177,10.8997,8.98879,1000.15,998.745,0.111511,0.251258,0.0773705,0.328628,0.240226,0.0196985,0,0,0.180908,0.899688,0.00207424,0.114344,0.00196076,0.771395,0,-6.42754E-05,0.999764,0.360566,0.000235844,0.639198,0.180908,0.00109386,0.113364,0.00422586,0.059014
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength8",0.1002,0,0.100216,0.75,0.999996,0.100279,1,1,0.947026,0.622809,,,0.0639432,,,,,1.01496E-05,0.0300597,0.006216,0.993752,10.9215,8.99503,1000.16,998.792,0.0834531,0.1216,0.0693484,0.190949,0.118096,0.00579421,0,0,0.0639432,0.94682,3.46833E-05,0.0300843,4.90673E-05,0.883605,0,-3.35072E-05,0.999996,0.100279,3.95128E-06,0.899717,0.0639432,1.01496E-05,0.0300597,3.8843E-05,0.0061775
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength9",0.1102,0,0.110235,0.85,1,0.015479,1,1,0.949884,0.750988,,,0.0120567,,,,,1.65445E-08,0.00317288,0.000249,0.999751,10.9244,8.99941,1000.16,998.806,0.0761983,0.0559081,0.0714223,0.12733,0.0554166,0.00542891,0,0,0.0120567,0.949909,1.21817E-07,0.00317299,2.10545E-07,0.944687,0,-2.87762E-05,1,0.015479,3.45599E-08,0.984521,0.0120567,1.65445E-08,0.00317288,6.21434E-8,0.0002492
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Liability Strength10",0.1159,0,0.115871,0.95,1,0.00151117,1,1,0.949998,0.849212,,,0.00134194,,,,,6.49665E-12,0.000164312,4.919E-6,0.999995,10.9249,8.99995,1000.16,998.808,0.0751141,0.0254122,0.073163,0.0985752,0.0253696,0.0054954,0,0,0.00134194,0.949999,1.14986E-10,0.000164312,2.16978E-10,0.974635,0,-1.63904E-05,1,0.00151117,1.4691E-10,0.998489,0.00134194,6.49665E-12,0.000164312,2.4193E-11,4.9189E-6
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal1",0.0994,0,0.09939,0.092728,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.0407393,0.0407393,0,0.0407393,0,0,0,,0,0,0,0.0407393,0,-0.82804,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal2",0.1161,0,0.11609,0.146861,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.0674074,0.0674074,0,0.0674074,0,0,0,,0,0,0,0.0674074,0,-0.22377,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal3",0.1047,0,0.10468,0.235313,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.130414,0.130414,0,0.130414,0,0,0,,0,0,0,0.130414,0,0.04514,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal4",0.0929,0,0.09287,0.33964,1,0.966197,1,1,0.05,0.100485,,,0.966197,,,,,0,0,0,,10.0315,9.82103,1000,999.89,0.147465,0.122913,0.223824,0.346736,0.0377419,0.222391,0,0,0.966197,0.0752423,0,0,0,0.244524,0,0.08073,1,0.966197,0,0.033803,0.966197,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal5",0.087,0,0.08697,0.446321,1,0.866285,1,1,0.489977,0.174653,,,0.501445,,,,,0.173555,0.0226846,0.140599,0.23063,10.2171,9.62188,1000.03,999.597,0.161061,0.188874,0.274563,0.463436,0.14301,0.272629,0,0,0.501445,0.210312,0.187556,0.0366855,0.0280018,0.407558,0,0.03399,1,0.866285,0,0.133715,0.501445,0.173555,0.0226846,0.108173,0.0324264
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal6",0.087,0,0.08697,0.553679,1,0.652836,1,1,0.95,0.275669,,,0.163695,,,,,0,0.131761,0.35738,0.414707,10.6763,9.14616,1000.1,998.894,0.17757,0.335105,0.141082,0.476187,0.328855,0.123466,0,0,0.163695,0.95,0,0.131761,0,0.592442,0,-0.03399,1,0.652836,0,0.347164,0.163695,0,0.131761,0.209172,0.148208
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal7",0.0929,0,0.09287,0.660365,1,0.376568,1,1,0.95,0.381811,,,0.138833,,,,,0,0.100665,0.13707,0.60753,10.8562,9.02,1000.14,998.773,0.123803,0.247962,0.0907124,0.338675,0.241999,0.0431283,0,0,0.138833,0.95,0,0.100665,0,0.755483,0,-0.08082,1,0.376568,0,0.623432,0.138833,0,0.100665,0.0537959,0.0832741
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal8",0.1047,0,0.10468,0.764692,1,0.156115,1,1,0.95,0.48078,,,0.0747237,,,,,0,0.0466914,0.0347,0.769131,10.9121,8.99604,1000.15,998.781,0.0919136,0.138487,0.0732736,0.21176,0.134577,0.0121296,0,0,0.0747237,0.95,0,0.0466914,0,0.869593,0,-0.04523,1,0.156115,0,0.843885,0.0747237,0,0.0466914,0.00801115,0.0266889
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal9",0.1161,0,0.11609,0.853139,1,0.0478367,1,1,0.95,0.571951,,,0.0277426,,,,,0,0.014104,0.00599,0.881806,10.9228,8.99772,1000.16,998.8,0.0794862,0.0701054,0.0716399,0.141745,0.0686284,0.00614982,0,0,0.0277426,0.95,0,0.014104,0,0.932593,0,0.22377,1,0.0478367,0,0.952163,0.0277426,0,0.014104,0.00070798,0.005282
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal10",0.0994,0,0.09939,0.907272,1,0.0136835,1,1,0.95,0.657842,,,0.00924155,,,,,0,0.00356192,0.00088,0.947978,10.9245,8.99936,1000.16,998.806,0.0761583,0.0414125,0.0723983,0.113811,0.0409676,0.00552712,0,0,0.00924155,0.95,0,0.00356192,0,0.959261,0,0.82804,1,0.0136835,0,0.986317,0.00924155,0,0.00356192,4.5779E-05,0.0008342
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal1",0.0994,0,0.0993902,0.0927268,0.0493724,0.0493724,1,1,0.130036,0.05,,,0.0449817,,,,,0.00194022,0,0.00245,0.0305791,9.99826,9.99396,999.999,999.997,0.00777341,0.0054939,0.0409065,0.0464004,0.000746241,0.0411125,0,0,0.0449817,0.05,0.00194022,0,0,0.0407385,0,0.828017,0.0493724,0.0493724,0.950628,0,0.0449817,0.00194022,0,0.00237546,7.4931E-5
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal2",0.1161,0,0.116091,0.146861,0.132902,0.132902,1,1,0.184799,0.05,,,0.112996,,,,,0.00768843,0,0.012217,0.082514,9.99501,9.98322,999.998,999.991,0.0217678,0.0143544,0.0680405,0.0823949,0.00263256,0.0691006,0,0,0.112996,0.05,0.00768843,0,0,0.0674069,0,0.223775,0.132902,0.132902,0.867098,0,0.112996,0.00768843,0,0.011209,0.0010081
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal3",0.1047,0,0.104678,0.235311,0.32887,0.32887,1,1,0.271064,0.05,,,0.248091,,,,,0.0254566,0,0.055323,0.18451,9.99118,9.95119,999.994,999.965,0.057629,0.037366,0.130714,0.16808,0.0124742,0.13541,0,0,0.248091,0.05,0.0254566,0,0,0.13041,0,-0.0451766,0.32887,0.32887,0.67113,0,0.248091,0.0254566,0,0.0451151,0.0102076
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal4",0.0929,0,0.09287,0.33964,0.607405,0.607405,1,1,0.400306,0.05,,,0.370985,,,,,0.0548802,0,0.18154,0.346129,10.018,9.86363,999.992,999.851,0.118342,0.0877003,0.227723,0.315423,0.052461,0.240782,0,0,0.370985,0.05,0.0548802,0,0,0.244524,0,-0.0807242,0.607405,0.607405,0.392595,0,0.370985,0.0548802,0,0.118703,0.0628361
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal5",0.087,0,0.0869691,0.446319,0.840337,0.840337,1,1,0.572006,0.05,,,0.352935,,,,,0.0718322,0,0.415569,0.550743,10.1555,9.65613,1000.01,999.521,0.188386,0.180965,0.302424,0.48339,0.146026,0.320776,0,0,0.352935,0.05,0.0718322,0,0,0.407554,0,-0.0340337,0.840337,0.840337,0.159663,0,0.352935,0.0718322,0,0.186698,0.228872
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal6",0.087,0,0.0869691,0.553681,0.957707,0.957707,1,1,0.750052,0.504141,,,0.588665,,,,,0,0.34104,0,,10.6993,9.15708,1000.12,998.974,0.143656,0.331928,0.144881,0.476809,0.301928,0.0919765,0,0,0.588665,0.706775,0.014001,0.355041,0.0280021,0.592446,0,0.0340337,0.957707,0.957707,0.0422929,0,0.588665,0,0.34104,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal7",0.0929,0,0.09287,0.66036,0.992949,0.134928,1,1,0.87604,0.95,,,0.134928,,,,,0,0,0,,10.9067,9.00867,1000.16,998.816,0.0845908,0.241261,0.0671268,0.308387,0.238437,0.0099787,0,0,0.134928,0.91302,0,0,0,0.755476,0,0.0807242,0.992949,0.134928,0.00705115,0.858021,0.134928,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal8",0.1047,0,0.104678,0.764689,0.999265,0,1,1,,,,,0,,,,,0,0,0,,10.9243,9.00074,1000.16,998.809,0.0749448,0.130037,0.0655545,0.195592,0.130037,0.00525181,0,0,0,,0,0,0,0.86959,0,0.0451766,0.999265,0,0.000735465,0.999265,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal9",0.1161,0,0.116091,0.853139,0.999955,0,1,1,,,,,0,,,,,0,0,0,,10.925,9.00005,1000.16,998.808,0.0749966,0.0673887,0.0699693,0.137358,0.0673887,0.00527256,0,0,0,,0,0,0,0.932593,0,-0.223775,0.999955,0,4.50854E-05,0.999955,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","DLiabilitySignal10",0.0994,0,0.0993942,0.907266,0.999989,0,1,1,,,,,0,,,,,0,0,0,,10.925,9.00001,1000.16,998.808,0.0749992,0.0407404,0.0719509,0.112691,0.0407404,0.00540299,0,0,0,,0,0,0,0.959256,0,-0.828163,0.999989,0,1.05318E-05,0.999989,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability5",0.0004,0,0.000403512,0.500035,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.500159,10.3502,9.34982,1000.03,998.997,0.3,0.288397,0.20944,0.497836,0.244191,0.226327,0,0,0,,0,0,0,0.500081,0,5.05594,1,1,0,0,0,0,0,0.499841,0.500159
