"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DWins",0.0449,0,0.0449183,0.39238,1,1,1,1,0.623141,0.114479,,,0,,,,,0,0,1,0,9.85,9.85,999.935,999.935,0.3,0.102668,0.362877,0.465545,0.0154002,0.417308,0,0,0,,0,0,0,0.315545,0,1.85457,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Abandoned",0.1493,0,0.14927,0.518863,1,1,1,1,0.777031,0.336183,,,0,,,,,0.427633,0.572367,0,,10.4974,9.35263,1000.08,999.177,0.15,0.189316,0.120076,0.309393,0.143552,0.0951791,0,0,0,,0.427633,0.572367,0,0.532199,0,0.988369,1,1,0,0,0,0.427633,0.572367,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Rounds1",0.4644,0,0.464363,0.440331,1,1,1,1,0.5352,0.327343,,,0.51662,,,,,0.137463,0.183988,0.161929,0.402633,10.3405,9.48522,1000.06,999.468,0.174289,0.226338,0.184421,0.410759,0.144269,0.139537,0,0,0.51662,0.345424,0.137463,0.183988,0,0.416684,0,0.456082,1,1,0,0,0.51662,0.137463,0.183988,0.0967311,0.065198
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Truly Liable",0.5,0,0.500001,0.722394,0.976251,0.386984,1,1,0.691383,0.449055,,,0.162521,,,,,0.0239313,0.134951,0.065581,0.567751,10.7608,9.12714,1000.13,998.976,0.11208,0.0157064,0.23922,0.254926,0.00159686,0.156655,0,0,0.162521,0.47665,0.0239313,0.134951,0,1,0,-2.9424E-05,0.976251,0.386984,0.0237488,0.589267,0.162521,0.0239313,0.134951,0.0283475,0.0372338
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Truly Not Liable",0.5,0,0.499999,0.277606,0.592788,0.541742,1,1,0.423633,0.2404,,,0.317278,,,,,0.103734,0.0359229,0.084807,0.274946,10.1477,9.75445,1000.03,999.767,0.0978107,0.245545,0,0.245545,0.183435,0,0,0,0.317278,0.278205,0.103734,0.0359229,0,0,0,-6.13494E-06,0.592788,0.541742,0.407212,0.0510453,0.317278,0.103734,0.0359229,0.0614893,0.0233172
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","AllCount",3478,0,3478,0.500001,2728.56,1615.05,3478,3478,0.5352,0.327343,,,834.37,,,,,222.01,297.15,261.524,726.35,10.4543,9.4408,1000.08,999.371,0.104945,0.130625,0.11961,0.250236,0.0925156,0.0783275,0,0,834.37,0.345424,222.01,297.15,0,1739,0,-1.77795E-05,2728.56,1615.05,749.439,1113.51,834.37,222.01,297.15,156.226,105.298
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength1",0.1159,0,0.11587,0.05,0.0966201,0.0966201,1,1,0.0964737,0.0501594,,,0.0876425,,,,,0.0086564,9.718E-13,0.000321,4.91828E-6,9.99712,9.98834,999.999,999.995,0.0145412,0.0113653,0.0254383,0.0368036,0.00139363,0.0255142,0,0,0.0876425,0.050096,0.0086564,9.718E-13,0,0.0253652,0,6.57432E-06,0.0966201,0.0966201,0.90338,5.66246E-12,0.0876425,0.0086564,9.718E-13,0.00032117,1.5796E-9
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength2",0.1102,0,0.110235,0.15,0.330634,0.330634,1,1,0.158277,0.0531558,,,0.259495,,,,,0.0648183,2.87166E-09,0.006321,0.00024933,9.98834,9.96112,999.995,999.983,0.0505433,0.0367319,0.0559578,0.0926897,0.00466418,0.05665,0,0,0.259495,0.0524456,0.0648183,2.87166E-09,0,0.0553128,0,7.28645E-06,0.330634,0.330634,0.669366,6.76761E-09,0.259495,0.0648183,2.87166E-09,0.00631936,1.576E-06
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength3",0.1002,0,0.100215,0.25,0.695791,0.695789,1,1,0.273353,0.0819798,,,0.405142,,,,,0.230298,2.40642E-06,0.060346,0.00624848,9.98,9.90658,999.99,999.955,0.11342,0.0825542,0.118723,0.201277,0.0176668,0.122082,0,0,0.405142,0.0896708,0.230298,2.40642E-06,0,0.116395,0,1.63729E-06,0.695791,0.695789,0.304209,2.38616E-06,0.405142,0.230298,2.40642E-06,0.0599693,0.0003771
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength4",0.09,0,0.0900079,0.35,0.933415,0.933198,1,1,0.423997,0.197757,,,0.443276,,,,,0.277562,0.00044694,0.211913,0.0668228,10.0697,9.7585,1000.01,999.837,0.171783,0.186788,0.212667,0.399455,0.0902553,0.211817,0,0,0.443276,0.317625,0.277562,0.00044694,0,0.228605,0,-7.26457E-06,0.933415,0.933198,0.0665847,0.000217392,0.443276,0.277562,0.00044694,0.197752,0.0141606
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength5",0.0837,0,0.0836708,0.45,0.993798,0.987626,1,1,0.549599,0.384467,,,0.627581,,,,,0.0852981,0.0179646,0.256782,0.308539,10.3347,9.47818,1000.07,999.547,0.187124,0.318379,0.266131,0.584509,0.219019,0.217221,0,0,0.627581,0.518068,0.0852981,0.0179646,0,0.400016,0,-2.48715E-05,0.993798,0.987626,0.00620247,0.00617152,0.627581,0.0852981,0.0179646,0.177555,0.0792271
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength6",0.0837,0,0.0836713,0.55,0.999769,0.93298,1,1,0.675489,0.507278,,,0.572929,,,,,0.00571362,0.165369,0.188968,0.691461,10.5873,9.23943,1000.12,999.199,0.173301,0.323439,0.247635,0.571074,0.264087,0.148873,0,0,0.572929,0.547358,0.00571362,0.165369,0,0.599984,0,-3.05849E-05,0.999769,0.93298,0.000231304,0.0667891,0.572929,0.00571362,0.165369,0.058304,0.130664
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength7",0.09,0,0.0900089,0.65,0.999997,0.691619,1,1,0.82962,0.543167,,,0.201699,,,,,8.27245E-05,0.385786,0.104051,0.933177,10.8194,9.03817,1000.15,998.83,0.142479,0.253434,0.13935,0.392785,0.223168,0.0547917,0,0,0.201699,0.549801,8.27245E-05,0.385786,0,0.771395,0,-6.42754E-05,0.999997,0.691619,3.1999E-06,0.308378,0.201699,8.27245E-05,0.385786,0.00695299,0.0970983
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength8",0.1002,0,0.100216,0.75,1,0.310467,1,1,0.92391,0.549106,,,0.0198227,,,,,2.81152E-07,0.266568,0.024076,0.993752,10.9141,8.98398,1000.16,998.752,0.101896,0.139096,0.0758813,0.214977,0.122499,0.0102319,0,0,0.0198227,0.549987,2.81152E-07,0.266568,0,0.883605,0,-3.35072E-05,1,0.310467,1.36135E-08,0.689533,0.0198227,2.81152E-07,0.266568,0.00015044,0.0239255
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength9",0.1102,0,0.110235,0.85,1,0.0715902,1,1,0.947422,0.549883,,,0.000451751,,,,,2.49483E-10,0.0688617,0.002277,0.999751,10.9246,8.99466,1000.16,998.792,0.0807108,0.0608095,0.0712054,0.132015,0.0563452,0.00546608,0,0,0.00045175,0.549999,2.49483E-10,0.0688617,0,0.944687,0,-2.87762E-05,1,0.0715902,1.47678E-11,0.92841,0.000451751,2.49483E-10,0.0688617,5.67668E-7,0.0022762
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","Liability Strength10",0.1159,0,0.115871,0.95,1,0.0089804,1,1,0.94987,0.549984,,,2.8626E-06,,,,,7.26303E-14,0.00886694,0.000111,0.999995,10.925,8.99932,1000.16,998.806,0.0756901,0.0260468,0.0731069,0.0991538,0.0254521,0.00548489,0,0,2.8626E-06,0.55,7.26303E-14,0.00886694,0,0.974635,0,-1.63904E-05,1,0.0089804,4.67592E-15,0.99102,2.8626E-06,7.26303E-14,0.00886694,5.4397E-10,0.0001106
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal1",0.0994,0,0.09939,0.092728,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.0407393,0.0407393,0,0.0407393,0,0,0,,0,0,0,0.0407393,0,-0.82804,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal2",0.1161,0,0.11609,0.146861,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.0674074,0.0674074,0,0.0674074,0,0,0,,0,0,0,0.0674074,0,-0.22377,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal3",0.1047,0,0.10468,0.235313,1,0.99926,1,1,0.05,0.111636,,,0.99926,,,,,0,0,0,,10.0065,9.84356,1000,999.927,0.149945,0.131732,0.125237,0.25697,0.0253031,0.12208,0,0,0.99926,0.0808178,0,0,0,0.130414,0,0.04514,1,0.99926,0,0.00074,0.99926,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal4",0.0929,0,0.09287,0.33964,1,0.99295,1,1,0.55,0.212327,,,0.322364,,,,,0.670586,0,0,,10.1094,9.74118,1000.02,999.822,0.149471,0.172695,0.194754,0.367449,0.0864329,0.175532,0,0,0.322364,0.55,0.670586,0,0,0.244524,0,0.08073,1,0.99295,0,0.00705,0.322364,0.670586,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal5",0.087,0,0.08697,0.446321,1,0.9577,1,1,0.55,0.345932,,,0.566828,,,,,0.0178851,0,0.372987,0.161093,10.3112,9.48606,1000.06,999.565,0.202776,0.279044,0.243398,0.522442,0.181573,0.185019,0,0,0.566828,0.55,0.0178851,0,0,0.407558,0,0.03399,1,0.9577,0,0.0423,0.566828,0.0178851,0,0.312902,0.0600856
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal6",0.087,0,0.08697,0.553679,1,0.84034,1,1,0.563149,0.455228,,,0.64461,,,,,0,0.0213097,0.17442,0.329437,10.5049,9.33093,1000.1,999.376,0.164188,0.254807,0.262618,0.517426,0.184906,0.160293,0,0,0.64461,0.55,0,0.0213097,0,0.592442,0,-0.03399,1,0.84034,0,0.15966,0.64461,0,0.0213097,0.11696,0.0574604
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal7",0.0929,0,0.09287,0.660365,1,0.60739,1,1,0.95,0.514358,,,0,,,,,0,0.405552,0.201838,0.668277,10.8429,9.00626,1000.14,998.728,0.15083,0.266272,0.0987479,0.36502,0.246487,0.0491527,0,0,0,,0,0.405552,0,0.755483,0,-0.08082,1,0.60739,0,0.39261,0,0,0.405552,0.0669543,0.134884
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal8",0.1047,0,0.10468,0.764692,1,0.32886,1,1,0.95,0.538213,,,0,,,,,0,0.264119,0.064741,0.826869,10.9089,8.98169,1000.15,998.736,0.109376,0.154253,0.0751859,0.229439,0.140154,0.0141332,0,0,0,,0,0.264119,0,0.869593,0,-0.04523,1,0.32886,0,0.67114,0,0,0.264119,0.0112087,0.0535325
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal9",0.1161,0,0.11609,0.853139,1,0.1329,1,1,0.95,0.546373,,,0,,,,,0,0.117835,0.015065,0.923874,10.9227,8.99005,1000.16,998.776,0.0872272,0.0780013,0.071603,0.149604,0.0710936,0.00643262,0,0,0,,0,0.117835,0,0.932593,0,0.22377,1,0.1329,0,0.8671,0,0,0.117835,0.00114681,0.0139177
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","PLiabilitySignal10",0.0994,0,0.09939,0.907272,1,0.04938,1,1,0.95,0.548948,,,0,,,,,0,0.0462083,0.003172,0.97203,10.9247,8.99615,1000.16,998.796,0.0791793,0.044647,0.0722146,0.116862,0.0417684,0.00552617,0,0,0,,0,0.0462083,0,0.959261,0,0.82804,1,0.04938,0,0.95062,0,0,0.0462083,8.87126E-5,0.003083
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal1",0.0994,0,0.0993902,0.0927268,0.205386,0.205386,1,1,0.170356,0.05,,,0.156014,,,,,0.0416384,0,0.007734,0.022487,9.99199,9.97604,999.997,999.99,0.031968,0.0224377,0.0413161,0.0637538,0.00283924,0.0419718,0,0,0.156014,0.05,0.0416384,0,0,0.0407385,0,0.828017,0.205386,0.205386,0.794614,0,0.156014,0.0416384,0,0.00756001,0.0001739
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal2",0.1161,0,0.116091,0.146861,0.356949,0.356949,1,1,0.237118,0.05,,,0.224047,,,,,0.0997478,0,0.033154,0.0609445,9.98397,9.95752,999.993,999.98,0.0585154,0.0377839,0.0690615,0.106845,0.00611383,0.0713867,0,0,0.224047,0.05,0.0997478,0,0,0.0674069,0,0.223775,0.356949,0.356949,0.643051,0,0.224047,0.0997478,0,0.0311333,0.0020205
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal3",0.1047,0,0.104678,0.235311,0.603406,0.603406,1,1,0.32726,0.05,,,0.274536,,,,,0.204225,0,0.124645,0.14109,9.97671,9.91408,999.987,999.943,0.109208,0.0682363,0.131875,0.200112,0.0207504,0.139174,0,0,0.274536,0.05,0.204225,0,0,0.13041,0,-0.0451766,0.603406,0.603406,0.396594,0,0.274536,0.204225,0,0.107059,0.0175861
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal4",0.0929,0,0.09287,0.33964,0.832737,0.832737,1,1,0.434527,0.05,,,0.225332,,,,,0.276418,0,0.330987,0.281577,10.0172,9.80826,999.988,999.808,0.174559,0.125493,0.223526,0.349019,0.0724189,0.237186,0,0,0.225332,0.05,0.276418,0,0,0.244524,0,-0.0807242,0.832737,0.832737,0.167263,0,0.225332,0.276418,0,0.237789,0.0931983
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal5",0.087,0,0.0869691,0.446319,0.95378,0.95378,1,1,0.555519,0.523263,,,0.758077,,,,,0.0122537,0,0.18345,0.654206,10.4218,9.40763,1000.09,999.472,0.170584,0.336716,0.216491,0.553207,0.219278,0.142818,0,0,0.758077,0.510588,0.0122537,0,0,0.407554,0,-0.0340337,0.95378,0.95378,0.0462198,0,0.758077,0.0122537,0,0.0634359,0.120014
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal6",0.087,0,0.0869691,0.553681,0.991975,0.991975,1,1,0.688132,0.55,,,0.60109,,,,,0,0.266294,0.12459,0.838905,10.6091,9.22341,1000.12,999.176,0.167485,0.314318,0.206112,0.52043,0.231811,0.108792,0,0,0.60109,0.535748,0,0.266294,0,0.592446,0,0.0340337,0.991975,0.991975,0.00802512,0,0.60109,0,0.266294,0.020071,0.10452
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal7",0.0929,0,0.09287,0.66036,0.999148,0.999148,1,1,0.813683,0.55,,,0.328558,,,,,0,0.67059,0,,10.7748,9.07532,1000.14,998.9,0.149872,0.248404,0.151499,0.399903,0.192448,0.0617066,0,0,0.328558,0.545283,0,0.67059,0,0.755476,0,0.0807242,0.999148,0.999148,0.000851729,0,0.328558,0,0.67059,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal8",0.1047,0,0.104678,0.764689,0.999945,0,1,1,,,,,0,,,,,0,0,0,,10.9249,9.00006,1000.16,998.808,0.0749958,0.130377,0.06524,0.195617,0.130377,0.00491372,0,0,0,,0,0,0,0.86959,0,0.0451766,0.999945,0,5.54511E-05,0.999945,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal9",0.1161,0,0.116091,0.853139,1,0,1,1,,,,,0,,,,,0,0,0,,10.925,9,1000.16,998.808,0.075,0.0674069,0.0699445,0.137351,0.0674069,0.00524584,0,0,0,,0,0,0,0.932593,0,-0.223775,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","DLiabilitySignal10",0.0994,0,0.0993942,0.907266,1,0,1,1,,,,,0,,,,,0,0,0,,10.925,9,1000.16,998.808,0.075,0.0407437,0.0719442,0.112688,0.0407437,0.00539582,0,0,0,,0,0,0,0.959256,0,-0.828163,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","MutOptLiability5",0.0004,0,0.000403512,0.500035,1,1,1,1,0.871624,0.145588,,,0,,,,,0,0,1,0.500159,10.3502,9.34984,1000.04,999.13,0.3,0.27716,0.22452,0.501679,0.213598,0.205612,0,0,0,,0,0,0,0.500081,0,5.05594,1,1,0,0,0,0,0,0.499841,0.500159
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","MutOptLiability4",0.0038,0,0.0038123,0.500045,1,1,1,1,0.812511,0.22025,,,0,,,,,0.00857004,0.127702,0.863728,0.433728,10.3625,9.3579,1000.05,999.16,0.279559,0.250776,0.194355,0.44513,0.184137,0.175373,0,0,0,,0.00857004,0.127702,0,0.500068,0,4,1,1,0,0,0,0.00857004,0.127702,0.489105,0.374623
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","4","MutOptLiability3",0.0237,0,0.0236575,0.500001,1,1,1,1,0.775964,0.266248,,,0,,,,,0.179943,0.268728,0.551329,0.427272,10.3879,9.37936,1000.05,999.199,0.232699,0.213602,0.163997,0.377599,0.154133,0.145065,0,0,0,,0.179943,0.268728,0,0.500002,0,3,1,1,0,0,0,0.179943,0.268728,0.315762,0.235568
